Timestamp,MaxAx,MaxAy,MaxAz,MaxGx,MaxGy,MaxGz,MaxMx,MaxMy,MaxMz,MaxLiAx,MaxLiAy,MaxLiAz,MaxP,MinAx,MinAy,MinAz,MinGx,MinGy,MinGz,MinMx,MinMy,MinMz,MinLiAx,MinLiAy,MinLiAz,MinP,MeanAx,MeanAy,MeanAz,MeanGx,MeanGy,MeanGz,MeanMx,MeanMy,MeanMz,MeanLiAx,MeanLiAy,MeanLiAz,MeanP,StandardDeviationAx,StandardDeviationAy,StandardDeviationAz,StandardDeviationGx,StandardDeviationGy,StandardDeviationGz,StandardDeviationMx,StandardDeviationMy,StandardDeviationMz,StandardDeviationLiAx,StandardDeviationLiAy,StandardDeviationLiAz,StandardDeviationP,MedianAx,MedianAy,MedianAz,MedianGx,MedianGy,MedianGz,MedianMx,MedianMy,MedianMz,MedianLiAx,MedianLiAy,MedianLiAz,MedianP,VarianceAx,VarianceAy,VarianceAz,VarianceGx,VarianceGy,VarianceGz,VarianceMx,VarianceMy,VarianceMz,VarianceLiAx,VarianceLiAy,VarianceLiAz,VarianceP,KurtosisAx,KurtosisAy,KurtosisAz,KurtosisGx,KurtosisGy,KurtosisGz,KurtosisMx,KurtosisMy,KurtosisMz,KurtosisLiAx,KurtosisLiAy,KurtosisLiAz,KurtosisP,SkeAx,SkeAy,SkeAz,SkeGx,SkeGy,SkeGz,SkeMx,SkeMy,SkeMz,SkeLiAx,SkeLiAy,SkeLiAz,SkeP,SMAAcc,SMAGyr,SMAMag,SMALiAcc,GroupType,Type,Pose,PoseName
0,-8.091669682301609,5.4277470441377,-0.14581345262830026,0.0203634604781311,0.009272247424007979,-0.001550241238733525,37.119100319847114,-20.806337031993515,45.997966477753344,-0.032478624331564614,0.09608208521085944,0.06718330009589983,990.1704935258683,-8.169650852986425,5.28493844094833,-0.32906194839042546,-0.023573004486173308,-0.012794639309697346,-0.010087269265298572,36.8268354083623,-21.08549251428724,45.7174816055356,-0.05268259119923223,0.04458777673883647,-0.028218543763344768,990.1685347834473,-8.122803763660851,5.376084633626461,-0.20480595128100892,-0.00037208512984884335,0.00518940847735537,-0.005988541865736855,36.96434324268861,-20.996812108581675,45.796186507812,-0.04536731683531587,0.05655468764438736,-0.0036098210601640773,990.1696166376663,0.01803136363098744,0.03625446056482395,0.06015528361994971,0.014055605573735568,0.006225958027460989,0.002746568376460021,0.10080886745601947,0.09112642398945647,0.07947126316663147,0.0036732006620149283,0.012802670679998015,0.028036662184011442,0.0006173567410085256,-8.123294711404899,5.381934925555852,-0.18045017966229965,0.002763742286632946,0.008046305813445941,-0.006122896463222846,36.95586803714687,-21.032878719838774,45.76938804584591,-0.04517218338685193,0.05030361435187057,-0.015292868289878903,990.1695791526815,0.00032513007439289655,0.001314385910846375,0.00361865814739659,0.0001975600480444264,3.876255335970593e-05,7.543637846570237e-06,0.010162427757765302,0.00830402514910619,0.006315681669299996,1.3492403103426895e-05,0.00016390837654048086,0.0007860544264203772,3.811293456686678e-07,0.2534113085793757,0.00607113385180158,-0.8454442066841987,-1.3407901476057036,1.5191368233142049,-1.4215681150600818,-1.4798055479363532,-0.8567604625931571,0.0848833217853513,2.1352555280546577,1.3742317018655177,0.20338118561969987,-1.1089740834595303,-0.6259623981279169,-0.8394432618103752,-0.7635784819567909,-0.2488189013061957,-1.6921513293323054,0.07100082695696519,0.10031271189124116,0.7394538980727691,1.0937116352832252,0.8714548965687553,1.4021799143600306,1.220926048091755,-0.1993314226169963,13.70369434856832,0.025994600260117642,103.75734185908232,0.1259143656579393,3,4.0,1,Calling
1,-8.108513779091496,5.40682902962418,-0.14581345262830026,0.027643774499513343,0.017150820133352774,0.021160062699511543,37.0784723892524,-20.717977909277998,46.15767202608284,0.045613507573783296,0.21653365833374089,0.07253483675877861,990.1704935258683,-8.23070038669841,5.188476628613759,-0.3354165598479659,-0.01644882594639369,-0.015281562266202113,-0.010087269265298572,36.8268354083623,-21.08549251428724,45.7174816055356,-0.05268259119923223,0.04458777673883647,-0.02628571436738451,990.1685347834473,-8.14240621362047,5.340020719222921,-0.23924273984963565,0.008483776224379397,0.0021211294074240613,-0.0030933445318482053,36.93783912839576,-20.96528570862911,45.853363292056436,-0.036867041864604086,0.07643915526640575,0.012483420523139922,990.1696347988936,0.03176048613624284,0.06118157685086827,0.07061750388992799,0.01243545191889823,0.009117198530966028,0.006486482812833407,0.07697122348404042,0.13394813406583006,0.13879422674328876,0.02074282168941486,0.0416550079907665,0.0346344862462745,0.0006052560052447648,-8.126556114652816,5.3682217777531385,-0.2323196747498354,0.009602500523722204,0.007178268908527597,-0.004031715631935345,36.938826901374966,-21.032878719838774,45.789658440518416,-0.04517218338685193,0.060505151853809926,-0.00046118547610929356,990.1695694392243,0.001008728479610473,0.0037431853459587022,0.004986831855643996,0.00015464046442722966,8.312330905304911e-05,4.207445928118317e-05,0.005924569244630097,0.01794210261971758,0.01926383737726745,0.0004302646516388596,0.0017351396907108207,0.0011995476375433775,3.6633483188485045e-07,0.20737550704821706,-0.2428558707116504,-1.5732080690014962,-0.7952425973528491,-0.8622588616094955,4.708803939021355,-1.1714041870442995,-1.0292188708706105,-0.9061353111699564,5.120418070387256,2.5109363499669914,-1.2675754707840128,-0.9629947790631924,-1.1629841539859531,-0.9713995035713224,-0.043878610270102175,-0.3922368130396257,-0.7721396299650928,2.1251733735341984,0.1284957285800693,0.7722669764350639,0.7135420186418843,2.3269051833179533,1.7922618422046956,0.5018364123780255,-0.2644142967881733,13.721669672693029,0.0274029380851274,103.75648812908129,0.1463838147824844,3,4.0,1,Calling
2,-8.119434251165373,5.390426775960952,-0.16067058883677132,0.027643774499513343,0.13104647734336192,0.055968483499788974,37.005892855854036,-20.717977909277998,46.243761720063105,0.20796099469717505,0.35206582052376084,0.07253483675877861,990.1704935258683,-8.268427828599691,5.154257006621711,-0.36494623422939215,-0.05477357887658567,-0.015281562266202113,-0.010087269265298572,34.98341526659473,-21.470316165406814,45.71935787737422,-0.05268259119923223,0.045111134799180407,-0.1630507045815107,990.1687361793972,-8.170688509088432,5.295683924194655,-0.2728570806843504,0.004894411332806214,0.017752837507191154,0.006690610454934078,36.73221930656143,-20.972609266764294,45.95265425105578,0.0014602721437193599,0.12988947642825008,-0.0013956457671456346,990.169809707508,0.0515719797751542,0.08079850881620461,0.0594363091011242,0.02094254381458524,0.039212058524968105,0.020160939642335653,0.4518713970016713,0.17283735235254266,0.1846410280367604,0.07788993582860318,0.10166076870964648,0.05939475748579837,0.00044199220212300246,-8.151455014518882,5.316606489242618,-0.2987313858765667,0.009602500523722204,0.007178268908527597,-0.0027163906443578344,36.87965484378455,-21.010117677104255,45.9339224536845,-0.04191034232449064,0.07646670649184464,-0.00046118547610929356,990.1697593539263,0.0026596690979289136,0.006528399026922294,0.003532674839564379,0.0004385901414258223,0.001537585533765524,0.00040646348726190127,0.204187759428242,0.029872750368236976,0.03409230923447173,0.0060668421033839215,0.010334911894636235,0.0035277372167968023,1.953571067375411e-07,-1.0010202269495332,-1.2827784698967466,-1.1379526431886031,1.8003114444022144,1.984836187127368,0.4834575063587745,5.756578281109679,0.12779829578174073,-1.3636738826213743,0.7982936729472216,-0.102820620010732,0.7860869742559533,-0.8743282309273009,-0.7034910001766589,-0.4556321669328439,0.5294606070463052,-1.597918519212116,1.7851388740310787,1.3875827119207813,-2.5686439726654324,-0.4093960018102069,0.26235396497516245,1.5066209072778358,1.1832583380264672,-1.0594648676353278,-0.09704888446805086,13.739229513967441,0.054527655439790816,103.65748282438149,0.23346747274328195,3,4.0,1,Calling
3,-8.047643279268307,5.398584206323488,-0.20593987359816648,0.027643774499513343,0.13437727796705165,0.056767517346761685,37.005892855854036,-20.717977909277998,46.243761720063105,0.22383080828016025,0.4027589441335957,0.07253483675877861,990.1704935258683,-8.268427828599691,5.154257006621711,-0.6711692303061643,-0.05748826949794405,-0.015281562266202113,-0.010087269265298572,32.13016709241965,-22.138351156985312,45.75751405242878,-0.05268259119923223,0.0592039528637553,-0.16618054218310094,990.1679166431134,-8.174938128338107,5.288845861893055,-0.34297058081254683,-0.006769762171299373,0.04198952555886375,0.018447874989137254,36.02305099996417,-21.131617094251176,46.02860819313328,0.05380802854264696,0.1911563572678598,-0.030058028400805542,990.1694388328888,0.05490852620453639,0.07669595996820777,0.10957238509911313,0.032424193715079895,0.05917716813559939,0.027105794188977333,1.4401735526734722,0.41951836952213983,0.15594579857664267,0.11026055964215316,0.125818507635704,0.08787147334145252,0.000720489236376116,-8.166869339983466,5.303134521884925,-0.3175475276335017,0.009602500523722204,0.007178268908527597,0.0040450444551426495,36.83430287795385,-21.010117677104255,46.04463010205279,-0.00925693670570065,0.14139439137590376,-0.00046118547610929356,990.1695275201372,0.003014946249954259,0.00588227027544493,0.012006107576308343,0.0010513283380730266,0.003501937228549,0.0007347240786151972,2.0740998618201303,0.17599566236651468,0.02431909209370681,0.012157391012600816,0.015830296863675705,0.007721395827197602,5.191047397338386e-07,-0.7252885984095299,-1.2086574415840818,1.7159541991120033,-1.3431314020218321,-1.3988078009048013,-1.6042983916973397,0.7406042565226079,0.049844880270796484,-1.1726334693609877,-1.49906605351033,-1.6117590861653182,-1.3535093943337035,-0.5543761354251324,-0.07722456407380586,-0.3862184643221389,-1.5229072213999717,-0.6523184221722782,0.6255363892846494,0.3973544134242314,-1.4651728001222015,-1.1481607671400815,-0.2637597069963317,0.5110317105123947,0.3285282366037156,-0.4962481678482653,-0.6277634988891534,13.806754571043706,0.09979708954058136,103.18327628734863,0.3572083064466668,3,4.0,1,Calling
4,-7.9353354701364625,5.595822044230374,-0.2745528763191346,0.027643774499513343,0.13437727796705165,0.057702238009691126,37.005892855854036,-20.717977909277998,46.243761720063105,0.239508673481776,0.4225555269463317,0.07253483675877861,990.1700435669652,-8.268427828599691,5.154257006621711,-0.8683655651105665,-0.08298027249782003,-0.015281562266202113,-0.010087269265298572,29.639255543250464,-22.361766132344776,45.723494783782165,-0.050189593019861284,0.06269392730621096,-0.16618054218310094,990.1679166431134,-8.144487661444249,5.3172668249097566,-0.4579276693135641,-0.02150238775445033,0.06213528620454197,0.029112270121436117,34.794706052213805,-21.37869070920253,46.04315127652907,0.10666386987407099,0.25963023829782794,-0.05657994994067176,990.1690275049436,0.09982737299557974,0.12016270828187745,0.20288800369887888,0.038080113730523016,0.06075896033605412,0.026979527777427216,2.500680407626839,0.6234857055826591,0.13973229415870422,0.11273981149591696,0.129484307633176,0.09411570363058223,0.000700567789084372,-8.166869339983466,5.303134521884925,-0.3338628413960011,-0.03259531738106773,0.09210277670163043,0.038524260255815165,36.10406300254278,-21.051042983963953,46.04463010205279,0.1515306399516114,0.3275703833536072,-0.09537695532937132,990.1693176075872,0.009965504399198605,0.01443907646163558,0.04116354204491629,0.0014500950617295676,0.0036916512611181967,0.0007278949190929668,6.2534025010887335,0.3887344250659063,0.019525114030854645,0.012710265096134888,0.016766185923242964,0.008857765669879591,4.907952271025651e-07,-0.5837331239082291,-0.2870207985389217,-0.623625755440008,-1.746739256414601,-1.76618821709101,-1.5784669580930863,-0.9414006337671306,-1.5020275527345504,-0.8316743083254337,-1.7024431295168692,-1.5387289976825025,-1.7259013042770002,-1.4571600943769465,0.7745675261846605,0.6680637934362285,-0.9882713290535498,0.06354170881295369,-0.16559491965282316,-0.36050077853657214,-0.7572180144472288,-0.4290246280877921,-0.2592837674459521,-0.2523970769153964,-0.32677514771711913,0.20342037684990946,-0.23798509399415474,13.919682155667568,0.13980682997982655,102.21654803794544,0.484045157148598,3,4.0,1,Calling
5,-7.758395464331577,5.808211598733225,-0.2983532995371496,0.027643774499513343,0.13437727796705165,0.057702238009691126,37.005892855854036,-20.717977909277998,46.243761720063105,0.239508673481776,0.4225555269463317,0.07253483675877861,990.1700435669652,-8.268427828599691,5.154257006621711,-0.8848917401470742,-0.10967355074574194,-0.015281562266202113,-0.0053028180029780075,27.69222331177937,-22.60927923692697,45.42542729721762,-0.026629350270450068,0.1020559958665428,-0.2035321364247324,990.1679166431134,-8.07949309128246,5.393768265687072,-0.5696126665766283,-0.04568139639508522,0.08404102941244958,0.03487770956318727,33.12624246465388,-21.695316873956212,45.961785448639915,0.15129427418902747,0.3104760280838401,-0.10407309702277084,990.1689824470848,0.1641335762577706,0.1974822021929024,0.2386148979208021,0.04410807667207072,0.05092998021316554,0.02063718278068472,3.258401798102032,0.6972976303022181,0.2566041858751493,0.08617995044140933,0.09353331509352857,0.09020316727676307,0.0006814820595793467,-8.1512519300402,5.358357633606569,-0.5312905527576264,-0.05501472525037687,0.10394412903279626,0.038524260255815165,33.40238520168228,-21.899177797347022,46.04463010205279,0.1929659009795188,0.3420882153048244,-0.14040077016716174,990.1689997220964,0.02693983085516539,0.03899922018295838,0.05693706950975482,0.001945522427709268,0.0025938628845134323,0.0004258933131233897,10.617182277874557,0.4862239852250889,0.06584570820864814,0.007426983858083765,0.008748481032385295,0.008136611386759703,4.644177975285083e-07,-1.0728270669408282,-0.9799064438538756,-1.7407356850259292,-0.9262448194869236,-0.44110932056623176,-1.1968262437159662,-1.4396385769895983,-1.5736458929257815,-0.5848077920902681,-0.4744175422989048,-0.27898162016195904,-0.535793695307289,-1.4290228435533467,0.5478900906748676,0.5374476478125418,-0.14672899906948947,0.36525464120156,-1.051051085018907,-0.43603052380909657,-0.2078420836291832,0.27367500455786115,-0.8354488973576987,-0.9948556399533856,-0.9583622312861853,0.9467563763626559,-0.12281768383634573,14.042874023546164,0.17882738618213806,100.78334478725004,0.5916091205497166,3,4.0,1,Calling
6,-7.60505506073525,5.943356865582171,-0.2983532995371496,0.008472583467217184,0.13437727796705165,0.057702238009691126,36.79669124591377,-20.777393262084466,46.243761720063105,0.239508673481776,0.4225555269463317,-0.012154239354698868,990.1700435669652,-8.268427828599691,5.154257006621711,-1.0233169747839383,-0.10967355074574194,0.009987860078200713,0.009427936785366664,26.46493970332694,-22.981426804610035,45.420291131363676,0.06750068830467235,0.2043820529823308,-0.2035321364247324,990.1679166431134,-7.97413570820153,5.524372183161197,-0.6967139209097388,-0.06233535412097456,0.09532159775592967,0.03824172358138778,31.12622730099895,-22.108392550731224,45.84186792594435,0.17334153908815025,0.3232314001773341,-0.13758729567735214,990.1689759426167,0.217630472206602,0.2585998798506789,0.24568501469538426,0.02929523843107957,0.03341505219858392,0.016534542278381744,3.3597242253606785,0.6188793832416705,0.31114236912865456,0.05046306544966022,0.07024586838481528,0.045688434750846316,0.0006809513177727374,-7.972988211859922,5.513920757382532,-0.8285450948702804,-0.05647952652957626,0.10394412903279626,0.038524260255815165,30.68759313348209,-22.305534441783056,45.87816204101801,0.1929659009795188,0.3420882153048244,-0.14611329272655751,990.1689997220964,0.04736302243286857,0.0668738978587856,0.06036112644587116,0.0008582109947338014,0.0011165657134340873,0.0002733910883555934,11.28774687047541,0.3830116910015904,0.09680957386699196,0.002546520974576691,0.004934482025136791,0.002087433069982341,4.636946971764276e-07,-1.2788589078725532,-1.2903923817745322,-1.281630285008271,-0.3074181128829334,0.10065105638383276,-1.3517510801532389,-1.2990854836761976,-0.5115268732935614,-1.6043006725868223,-0.9715612856522696,-1.0615421468339743,0.20700287053663927,-1.3865657918154881,0.11703339656617133,0.10075863822780516,0.5067637895289991,0.1446051923362208,-1.00946024995152,-0.2867415313587156,0.24204122762622,0.7342253712097049,-0.07062232622527155,-0.5341472666683188,-0.4906757460458257,0.7735891887693278,-0.07753146444031353,14.195221812272464,0.1962375787969808,99.07648777767453,0.6341602349428365,3,4.0,1,Calling
7,-7.548442754476433,6.048602262104152,-0.3912412223730967,-0.008863899891630984,0.13437727796705165,0.057702238009691126,34.70079699784935,-21.55985056723618,46.20351435359958,0.239508673481776,0.4225555269463317,-0.02399737956122709,990.1699233739064,-8.228414544664782,5.264002260443645,-1.0362997928869555,-0.10967355074574194,-0.006577276082158912,0.009427936785366664,25.61401173572969,-23.72681409306381,45.420291131363676,0.08325880752606954,0.1587655000049649,-0.2035321364247324,990.1679166431134,-7.841604206088562,5.693481974136947,-0.8352607436448983,-0.060136668280030336,0.0779055253272609,0.033357855913448205,29.12482260767351,-22.554948378496753,45.741587926016464,0.16625611597858211,0.2947050538163238,-0.12674901734757424,990.1690038652814,0.2073714959983892,0.2528484314226937,0.17763003369371347,0.03083673161709445,0.04913379120710025,0.01753885901374648,2.7568542231989306,0.5102629506768339,0.2448982230299776,0.05291021172482505,0.09258151973379036,0.055407389891240166,0.0006848733989724924,-7.812246490053204,5.692458190543697,-0.8647907388360552,-0.05647952652957626,0.10213142039325973,0.030377034307960245,28.50509847045237,-22.46942045995639,45.72447083709467,0.16911269048956598,0.3343268047923925,-0.1426688204260921,990.1692127875493,0.04300293735260994,0.06393232927291667,0.03155242887002978,0.0009509040168247133,0.002414129438382922,0.00030761157550407615,7.6002452079697775,0.260368278833429,0.05997513964324065,0.002799490504765814,0.008571337796218211,0.0030699788545599034,4.690515726201349e-07,-1.20304798313463,-1.3801920340485443,0.08036062964194235,-0.9421254784175646,-1.159603423080518,-1.4799358691557267,-1.0177675854257884,-0.3959309966213245,-1.0850505200020253,-1.5092342565061287,-1.583339201166999,-0.9273043050254176,-1.4727447785096366,-0.2618672022037488,-0.09155618410416716,1.0160393139596573,-0.01869728710935284,-0.6404743118757881,0.1849922557740292,0.5057742885711282,-0.2803393650562616,0.3413635045727688,-0.16142795933372306,-0.17231432115523482,0.5177842612879152,-0.21680936282551908,14.370346923870404,0.17238318351588186,97.42135891218676,0.5877101871424801,3,4.0,1,Calling
8,-7.444665024498558,6.236711310186771,-0.6997466807774099,-0.008863899891630984,0.11696323887021025,0.057702238009691126,31.857115003620077,-22.18275327181746,45.98984007812566,0.239508673481776,0.4225555269463317,-0.02399737956122709,990.1699233739064,-8.025198133259638,5.409068038589928,-1.0362997928869555,-0.10967355074574194,-0.006577276082158912,0.008504618090818284,24.370510993723503,-25.52756444000154,44.88598208146447,0.018418996832705068,0.04514862279418262,-0.2035321364247324,990.1679900382624,-7.710289262332427,5.8542945580278705,-0.9106570942018284,-0.05925962512664563,0.05629821901498869,0.02417658376133078,27.430454346518587,-23.11174482468557,45.58086762988701,0.13208616795440253,0.24479216617820798,-0.11400227343082585,990.169241760616,0.17786724765602424,0.2376817630658922,0.07984163642789888,0.03111492782498932,0.044946263729135766,0.01530122257008916,2.096709355820551,0.899476917324198,0.2374222748747331,0.06456209990706299,0.11307054232784312,0.05389428473397599,0.000575770141231541,-7.665140148823402,5.8919088863713185,-0.8990493650252712,-0.05611908291734378,0.04973977260852165,0.020941533602778728,26.94638570282578,-22.80741776379773,45.5932931029743,0.12289476155509382,0.209904380059337,-0.11318585063415652,990.1693807459258,0.031636757788729465,0.05649262049411091,0.006374686907484788,0.0009681387335542939,0.002020166623209025,0.00023412741213940595,4.39619012278543,0.8090587247990421,0.05636933660669333,0.004168264744409583,0.012784947542312564,0.002904593926986877,3.315112555337886e-07,-1.2377141114767445,-1.065694480620758,-0.14830836240388698,-1.0032690754565947,-1.7176437817908394,-0.2403940644568383,-0.8253670572949212,0.4473752290018549,0.7447853795319506,-1.0709093944336163,-1.1491140437495608,-0.9601405127190988,-0.231525133381413,-0.293113419324572,-0.2490051813369643,0.2990116725318166,-0.0932615383113222,-0.002464497467697477,0.9199551565111728,0.5098727099580385,-1.208672880014123,-0.7181399353080785,0.13011497285497178,0.15665999558484175,-0.06576644354290093,-0.9436007692998516,14.475240914562127,0.14071756189810755,96.1230668010912,0.4908806075634364,3,4.0,1,Calling
9,-7.373858791123655,6.2390675535563025,-0.8531756067623149,0.0008008591328298692,0.10727632135401054,0.03252970358433455,29.425917170865013,-22.375919104416194,45.77192660643262,0.2338393577928545,0.3805066458243331,-0.01014336814297211,990.1700704066805,-7.919300154741611,5.609715825123569,-1.0362997928869555,-0.10967355074574194,-0.007986763617905917,-0.013073527030044236,23.3716609515416,-27.23867005125165,44.17889628770377,-0.04101216615866695,0.04514862279418262,-0.2035321364247324,990.1688517396498,-7.595425330721643,5.999992549490776,-0.932282096963794,-0.048910337491711316,0.03440592252552113,0.015112489786941262,26.043642760153624,-23.955824556865373,45.298011819933215,0.08478611133452603,0.1775523722841056,-0.09631033525731578,990.1694465821263,0.15372773992282698,0.1979819848041328,0.05679440874368576,0.036396432023403966,0.04140306603568791,0.010077589434617036,1.6949731925770115,1.5345768642356468,0.4722282661120069,0.07141181245101913,0.09749551326448433,0.060786239429405885,0.00033443962466902616,-7.604013322318737,6.035279813737036,-0.9229916365435248,-0.04369041509213135,0.018974135423843214,0.011589753298521176,26.021451176997928,-23.27340771907357,45.466224168763894,0.09234573252422827,0.1709068427874626,-0.08735861452063358,990.169451620174,0.02363221802178033,0.039196866306983866,0.0032256048645448497,0.001324700264034266,0.0017142138771555331,0.00010155780881270488,2.8729341235547072,2.3549261522473106,0.2229995353151524,0.005099646957539531,0.009505375106705237,0.0036949669039690594,1.1184986254875912e-07,-0.8606258450442628,-0.982370062955106,-1.0034385009679383,-1.171941953941164,-1.002154427391711,0.2321737342654435,-0.9181180953915056,-0.7394784093987901,-0.0038777914162961844,-0.6805935861253096,-0.5608078009436492,-0.9987316249555858,-1.0595800457110502,-0.3561489033028061,-0.37341519338516094,-0.4019824633137444,-0.39453011068585386,0.7588925645652516,-0.17908067218344534,0.2025607309569128,-0.8186480160526471,-1.1595269836906326,-0.031802998822022616,0.5050193627116121,-0.4771877733130022,-0.1752718088959576,14.527699977176216,0.10190166478106054,95.2974791369522,0.3668677233246834,3,4.0,1,Calling
