Timestamp,P,Gx,Gy,Gz,Mx,My,Mz,LiAx,LiAy,LiAz,Ax,Ay,Az,earthAx,earthAy,earthAz,Value,Type
0,985.8909912109375,0.07592679560184479,-0.00970597192645073,0.013696961104869843,1.39019775390625,2.74367618560791,-47.96469497680664,1.1013123989105225,0.4005272388458252,-1.083888053894043,0.061151147,-0.16429006,9.746744,1.1480825,-4.883492,8.358419,1
0,985.8909912109375,0.07592679560184479,-0.00970597192645073,0.013696961104869843,-8.439895629882812,21.081928253173828,-35.05149459838867,-0.32870379090309143,0.06549256294965744,0.04772186279296875,0.07311332,-0.17144014,9.758582,0.26338083,-0.20661694,9.754621,1
0,985.7144165039062,-5.255850846879184E-4,9.831757051870227E-5,3.282538673374802E-4,-8.07314682006836,21.056655883789062,-35.18351364135742,-0.32215356826782227,0.06988667696714401,0.052498817443847656,0.07312602,-0.1571408,9.75148,0.27034965,-0.18862575,9.747447,1
0,985.7350463867188,5.395563202910125E-4,-5.674523417837918E-4,-3.375881933607161E-4,-8.627969741821289,21.380210876464844,-35.50187301635742,-0.3256756365299225,0.06504925340414047,0.052529335021972656,0.07791847,-0.1595244,9.746748,0.26930055,-0.19665812,9.74266,1
0,985.7643432617188,4.062760272063315E-4,6.30989030469209E-4,6.183324148878455E-5,-8.946130752563477,21.767009735107422,-35.321510314941406,-0.33410730957984924,0.06913376599550247,0.052550315856933594,0.08271098,-0.16190796,9.751483,0.270497,-0.20183802,9.747336,1
0,985.7465209960938,-0.0014580574352294207,7.641666452400386E-4,3.2809676486067474E-4,-8.835148811340332,21.39696502685547,-35.54791259765625,-0.32322958111763,0.06396117061376572,0.047844886779785156,0.08033374,-0.16429158,9.751484,0.26435083,-0.20463744,9.747469,1
0,985.7518310546875,-5.260740290395916E-4,2.3155473172664642E-4,3.280443779658526E-4,-8.874743461608887,20.938365936279297,-35.36100769042969,-0.3168158531188965,0.058565616607666016,0.047878265380859375,0.070786834,-0.14999224,9.76569,0.26165035,-0.18550521,9.76183,1
0,985.7774047851562,-2.5988026754930615E-4,-3.010571235790849E-4,-7.148180156946182E-5,-8.846781730651855,21.01689910888672,-34.83102035522461,-0.33000144362449646,0.05857570469379425,0.04790687561035156,0.0803591,-0.15714236,9.751488,0.26611513,-0.19515564,9.747499,1
0,985.7518310546875,6.72103080432862E-4,3.6475236993283033E-4,7.274134550243616E-4,-8.64210319519043,20.62889862060547,-34.53192138671875,-0.3284164071083069,0.07715550810098648,0.05741119384765625,0.08515158,-0.16429253,9.749121,0.26694846,-0.20146391,9.74514,1
0,985.755126953125,-5.264406208880246E-4,3.6477233516052365E-4,3.278873045928776E-4,-8.748382568359375,21.10927963256836,-35.236515045166016,-0.31303465366363525,0.057868629693984985,0.03849506378173828,0.07321477,-0.14760984,9.763325,0.2610072,-0.18305519,9.759509,1
0,985.75537109375,2.7238490292802453E-4,0.0011637397110462189,1.9467697711661458E-4,-8.711585998535156,20.564502716064453,-35.59523010253906,-0.3116423487663269,0.052761271595954895,0.06219673156738281,0.06844765,-0.14761023,9.751491,0.25830948,-0.17570142,9.747845,1
