Name,Feature,Type,ML,Accuracy,Recall,Precision,F1,MLTime,Otime,Estimate Time
Phone,Max,601,DT,96.9,96.62,97.03,96.81,0.009972810745239258,0.4,0.41
Phone,Max,601,KNN3,92.26,92.31,91.93,92.1,0.002688884735107422,0.4,0.4
Phone,Max,601,KNN7,91.02,91.04,90.67,90.84,0.002525806427001953,0.4,0.4
Phone,Max,601,ETC100,99.69,99.73,99.64,99.68,0.11537361145019531,0.4,0.52
Phone,Max,601,ETC50,99.69,99.73,99.64,99.68,0.0596776008605957,0.4,0.46
Phone,Max,601,ETC25,99.69,99.73,99.64,99.68,0.029991626739501953,0.4,0.43
Phone,Max,601,ETC10,99.07,99.1,99.0,99.05,0.012061834335327148,0.4,0.41
Phone,Max,601,RFC100,100.0,100.0,100.0,100.0,0.2032625675201416,0.4,0.6
Phone,Max,601,RFC50,99.69,99.63,99.73,99.68,0.1010439395904541,0.4,0.5
Phone,Max,601,RFC25,100.0,100.0,100.0,100.0,0.05225777626037598,0.4,0.45
Phone,Max,601,RFC10,99.69,99.73,99.64,99.68,0.022258996963500977,0.4,0.42
Phone,Min,601,DT,95.98,95.72,96.02,95.86,0.011754512786865234,0.4,0.41
Phone,Min,601,KNN3,94.12,94.42,93.77,94.02,0.0028352737426757812,0.4,0.4
Phone,Min,601,KNN7,92.57,92.78,92.21,92.44,0.002640247344970703,0.4,0.4
Phone,Min,601,ETC100,99.38,99.36,99.36,99.36,0.10474824905395508,0.4,0.5
Phone,Min,601,ETC50,99.69,99.63,99.73,99.68,0.05411028861999512,0.4,0.45
Phone,Min,601,ETC25,99.38,99.26,99.47,99.36,0.028273344039916992,0.4,0.43
Phone,Min,601,ETC10,99.38,99.47,99.28,99.37,0.012487411499023438,0.4,0.41
Phone,Min,601,RFC100,99.38,99.26,99.47,99.36,0.20445013046264648,0.4,0.6
Phone,Min,601,RFC50,99.07,98.9,99.21,99.04,0.10359811782836914,0.4,0.5
Phone,Min,601,RFC25,98.76,98.53,98.95,98.72,0.05291295051574707,0.4,0.45
Phone,Min,601,RFC10,98.45,98.26,98.57,98.41,0.022487401962280273,0.4,0.42
Phone,Mean,601,DT,95.98,95.82,95.92,95.87,0.011584997177124023,0.4,0.41
Phone,Mean,601,KNN3,92.26,92.41,91.91,92.11,0.002557516098022461,0.4,0.4
Phone,Mean,601,KNN7,91.33,91.31,91.01,91.14,0.002481222152709961,0.4,0.4
Phone,Mean,601,ETC100,99.69,99.73,99.64,99.68,0.10405683517456055,0.4,0.5
Phone,Mean,601,ETC50,99.38,99.36,99.36,99.36,0.05652260780334473,0.4,0.46
Phone,Mean,601,ETC25,99.69,99.73,99.64,99.68,0.0273740291595459,0.4,0.43
Phone,Mean,601,ETC10,99.07,99.1,99.0,99.05,0.012221097946166992,0.4,0.41
Phone,Mean,601,RFC100,98.76,98.63,98.83,98.73,0.20267820358276367,0.4,0.6
Phone,Mean,601,RFC50,98.76,98.63,98.83,98.73,0.10269498825073242,0.4,0.5
Phone,Mean,601,RFC25,98.76,98.63,98.83,98.73,0.0521540641784668,0.4,0.45
Phone,Mean,601,RFC10,97.83,97.83,97.73,97.78,0.022080659866333008,0.4,0.42
Phone,StandardDeviation,601,DT,80.19,79.38,79.78,79.55,0.017316579818725586,0.4,0.42
Phone,StandardDeviation,601,KNN3,74.92,74.63,74.34,74.45,0.002579212188720703,0.4,0.4
Phone,StandardDeviation,601,KNN7,74.92,74.03,74.3,74.15,0.0024933815002441406,0.4,0.4
Phone,StandardDeviation,601,ETC100,91.64,91.38,91.46,91.42,0.12370824813842773,0.4,0.52
Phone,StandardDeviation,601,ETC50,91.95,91.64,91.82,91.73,0.06344318389892578,0.4,0.46
Phone,StandardDeviation,601,ETC25,89.47,88.8,89.54,89.11,0.032222747802734375,0.4,0.43
Phone,StandardDeviation,601,ETC10,87.31,87.33,86.89,87.07,0.014168024063110352,0.4,0.41
Phone,StandardDeviation,601,RFC100,90.4,90.01,90.26,90.13,0.24446964263916016,0.4,0.64
Phone,StandardDeviation,601,RFC50,89.16,88.84,88.92,88.88,0.12587332725524902,0.4,0.53
Phone,StandardDeviation,601,RFC25,90.71,90.47,90.47,90.47,0.06404662132263184,0.4,0.46
Phone,StandardDeviation,601,RFC10,87.62,87.7,87.2,87.39,0.027724266052246094,0.4,0.43
