Name,Feature,Type,ML,Accuracy,Recall,Precision,F1,MLTime,Otime,Estimate Time
Holding Styles,Max,601,DT,99.97,99.97,99.98,99.97,0.061998605728149414,0.4,0.46
Holding Styles,Max,601,KNN3,100.0,100.0,100.0,100.0,0.03862452507019043,0.4,0.44
Holding Styles,Max,601,KNN7,100.0,100.0,100.0,100.0,0.03859829902648926,0.4,0.44
Holding Styles,Max,601,ETC100,100.0,100.0,100.0,100.0,0.3966360092163086,0.4,0.8
Holding Styles,Max,601,ETC50,100.0,100.0,100.0,100.0,0.21056795120239258,0.4,0.61
Holding Styles,Max,601,ETC25,100.0,100.0,100.0,100.0,0.11988711357116699,0.4,0.52
Holding Styles,Max,601,ETC10,100.0,100.0,100.0,100.0,0.06392979621887207,0.4,0.46
Holding Styles,Max,601,RFC100,100.0,100.0,100.0,100.0,1.0390815734863281,0.4,1.44
Holding Styles,Max,601,RFC50,100.0,100.0,100.0,100.0,0.5324342250823975,0.4,0.93
Holding Styles,Max,601,RFC25,100.0,100.0,100.0,100.0,0.2813410758972168,0.4,0.68
Holding Styles,Max,601,RFC10,99.99,99.99,99.99,99.99,0.13416767120361328,0.4,0.53
Holding Styles,Min,601,DT,100.0,100.0,100.0,100.0,0.061777353286743164,0.4,0.46
Holding Styles,Min,601,KNN3,100.0,100.0,100.0,100.0,0.038947105407714844,0.4,0.44
Holding Styles,Min,601,KNN7,100.0,100.0,100.0,100.0,0.038494110107421875,0.4,0.44
Holding Styles,Min,601,ETC100,100.0,100.0,100.0,100.0,0.39835309982299805,0.4,0.8
Holding Styles,Min,601,ETC50,100.0,100.0,100.0,100.0,0.21070051193237305,0.4,0.61
Holding Styles,Min,601,ETC25,100.0,100.0,100.0,100.0,0.11900043487548828,0.4,0.52
Holding Styles,Min,601,ETC10,100.0,100.0,100.0,100.0,0.0647134780883789,0.4,0.46
Holding Styles,Min,601,RFC100,100.0,100.0,100.0,100.0,1.0245184898376465,0.4,1.42
Holding Styles,Min,601,RFC50,100.0,100.0,100.0,100.0,0.5203673839569092,0.4,0.92
Holding Styles,Min,601,RFC25,100.0,100.0,100.0,100.0,0.2767012119293213,0.4,0.68
Holding Styles,Min,601,RFC10,100.0,100.0,100.0,100.0,0.12995576858520508,0.4,0.53
Holding Styles,Mean,601,DT,100.0,100.0,100.0,100.0,0.06575798988342285,0.4,0.47
Holding Styles,Mean,601,KNN3,100.0,100.0,100.0,100.0,0.04036355018615723,0.4,0.44
Holding Styles,Mean,601,KNN7,100.0,100.0,100.0,100.0,0.038481950759887695,0.4,0.44
Holding Styles,Mean,601,ETC100,100.0,100.0,100.0,100.0,0.39523959159851074,0.4,0.8
Holding Styles,Mean,601,ETC50,100.0,100.0,100.0,100.0,0.2111508846282959,0.4,0.61
Holding Styles,Mean,601,ETC25,100.0,100.0,100.0,100.0,0.12048983573913574,0.4,0.52
Holding Styles,Mean,601,ETC10,100.0,100.0,100.0,100.0,0.0644533634185791,0.4,0.46
Holding Styles,Mean,601,RFC100,100.0,100.0,100.0,100.0,1.0448544025421143,0.4,1.44
Holding Styles,Mean,601,RFC50,100.0,100.0,100.0,100.0,0.5391924381256104,0.4,0.94
Holding Styles,Mean,601,RFC25,100.0,100.0,100.0,100.0,0.27845072746276855,0.4,0.68
Holding Styles,Mean,601,RFC10,100.0,100.0,100.0,100.0,0.1316828727722168,0.4,0.53
Holding Styles,StandardDeviation,601,DT,58.23,58.0,57.85,57.89,0.32688212394714355,0.4,0.73
Holding Styles,StandardDeviation,601,KNN3,63.11,62.76,63.66,63.03,0.037915706634521484,0.4,0.44
Holding Styles,StandardDeviation,601,KNN7,65.99,65.57,66.51,65.81,0.03814840316772461,0.4,0.44
Holding Styles,StandardDeviation,601,ETC100,66.27,65.95,66.48,66.09,1.5257229804992676,0.4,1.93
Holding Styles,StandardDeviation,601,ETC50,66.18,65.8,66.49,65.98,0.7644000053405762,0.4,1.16
Holding Styles,StandardDeviation,601,ETC25,65.77,65.36,66.02,65.53,0.39882779121398926,0.4,0.8
Holding Styles,StandardDeviation,601,ETC10,63.96,63.52,64.35,63.74,0.17587590217590332,0.4,0.58
Holding Styles,StandardDeviation,601,RFC100,66.51,66.14,66.76,66.29,2.9474000930786133,0.4,3.35
Holding Styles,StandardDeviation,601,RFC50,66.3,65.9,66.52,66.05,1.4881260395050049,0.4,1.89
Holding Styles,StandardDeviation,601,RFC25,65.47,65.09,65.72,65.27,0.7540993690490723,0.4,1.15
Holding Styles,StandardDeviation,601,RFC10,64.32,63.85,64.62,64.06,0.3170480728149414,0.4,0.72
