Name,Feature,Type,ML,Accuracy,Recall,Precision,F1,MLTime,Otime,Estimate Time
Moving,Max,601,DT,91.87,85.94,87.63,86.74,0.27202296257019043,0.4,0.67
Moving,Max,601,KNN3,91.64,86.31,87.11,86.65,0.0240325927734375,0.4,0.42
Moving,Max,601,KNN7,90.23,82.6,85.39,83.9,0.02408599853515625,0.4,0.42
Moving,Max,601,ETC100,98.64,97.04,98.89,97.95,0.7395884990692139,0.4,1.14
Moving,Max,601,ETC50,98.72,97.22,98.97,98.08,0.3738694190979004,0.4,0.77
Moving,Max,601,ETC25,98.28,96.36,98.3,97.31,0.1933591365814209,0.4,0.59
Moving,Max,601,ETC10,97.72,95.98,97.11,96.53,0.08558201789855957,0.4,0.49
Moving,Max,601,RFC100,96.42,92.09,97.09,94.45,3.0076513290405273,0.4,3.41
Moving,Max,601,RFC50,96.34,92.01,96.92,94.33,1.5730583667755127,0.4,1.97
Moving,Max,601,RFC25,95.84,91.3,95.83,93.44,0.7954692840576172,0.4,1.2
Moving,Max,601,RFC10,95.17,90.56,94.09,92.23,0.3205292224884033,0.4,0.72
Moving,Min,601,DT,92.09,86.95,87.84,87.37,0.2796461582183838,0.4,0.68
Moving,Min,601,KNN3,90.09,83.93,84.56,84.12,0.024587631225585938,0.4,0.42
Moving,Min,601,KNN7,88.62,80.91,82.85,81.82,0.024448633193969727,0.4,0.42
Moving,Min,601,ETC100,98.61,96.84,99.07,97.93,0.7504501342773438,0.4,1.15
Moving,Min,601,ETC50,98.39,96.46,98.81,97.61,0.3775324821472168,0.4,0.78
Moving,Min,601,ETC25,98.33,96.51,98.72,97.59,0.19806694984436035,0.4,0.6
Moving,Min,601,ETC10,97.47,95.35,96.94,96.13,0.08861446380615234,0.4,0.49
Moving,Min,601,RFC100,96.75,93.01,97.24,95.02,3.0611746311187744,0.4,3.46
Moving,Min,601,RFC50,96.5,92.67,96.82,94.64,1.5315964221954346,0.4,1.93
Moving,Min,601,RFC25,96.09,91.8,96.25,93.91,0.7643401622772217,0.4,1.16
Moving,Min,601,RFC10,95.67,91.78,94.72,93.17,0.31467247009277344,0.4,0.71
Moving,Mean,601,DT,90.42,84.73,85.13,84.88,0.29897499084472656,0.4,0.7
Moving,Mean,601,KNN3,90.76,83.77,86.27,84.87,0.024309396743774414,0.4,0.42
Moving,Mean,601,KNN7,89.48,81.58,84.12,82.72,0.024158954620361328,0.4,0.42
Moving,Mean,601,ETC100,97.89,95.75,98.02,96.86,0.7491397857666016,0.4,1.15
Moving,Mean,601,ETC50,97.89,95.56,98.15,96.82,0.3770580291748047,0.4,0.78
Moving,Mean,601,ETC25,97.5,95.23,97.19,96.19,0.1963484287261963,0.4,0.6
Moving,Mean,601,ETC10,96.86,94.73,95.56,95.14,0.08727407455444336,0.4,0.49
Moving,Mean,601,RFC100,95.31,90.18,95.87,92.84,3.1355111598968506,0.4,3.54
Moving,Mean,601,RFC50,95.06,89.62,95.49,92.35,1.5882983207702637,0.4,1.99
Moving,Mean,601,RFC25,94.89,89.51,94.96,92.05,0.8077926635742188,0.4,1.21
Moving,Mean,601,RFC10,94.03,88.99,92.17,90.49,0.32919788360595703,0.4,0.73
Moving,StandardDeviation,601,DT,68.05,49.16,49.29,49.18,0.39127588272094727,0.4,0.79
Moving,StandardDeviation,601,KNN3,68.38,39.6,48.06,41.61,0.024530887603759766,0.4,0.42
Moving,StandardDeviation,601,KNN7,70.68,35.99,49.86,38.44,0.0244753360748291,0.4,0.42
Moving,StandardDeviation,601,ETC100,77.82,47.48,79.48,53.97,0.9842894077301025,0.4,1.38
Moving,StandardDeviation,601,ETC50,77.73,47.83,77.11,54.13,0.4970850944519043,0.4,0.9
Moving,StandardDeviation,601,ETC25,77.15,47.86,71.88,53.42,0.25490522384643555,0.4,0.65
Moving,StandardDeviation,601,ETC10,76.29,49.68,64.64,54.24,0.110748291015625,0.4,0.51
Moving,StandardDeviation,601,RFC100,78.1,49.0,78.3,55.47,3.7739381790161133,0.4,4.17
Moving,StandardDeviation,601,RFC50,78.18,49.67,78.01,56.13,1.878633737564087,0.4,2.28
Moving,StandardDeviation,601,RFC25,77.21,49.12,70.84,54.78,0.9564836025238037,0.4,1.36
Moving,StandardDeviation,601,RFC10,75.76,49.59,62.43,53.57,0.395674467086792,0.4,0.8
