Name,Feature,Type,ML,Accuracy,Recall,Precision,F1,MLTime,Otime,Estimate Time
Non-Moving,Max,601,DT,99.98,99.92,99.99,99.95,0.03197503089904785,0.4,0.43
Non-Moving,Max,601,KNN3,100.0,100.0,100.0,100.0,0.02283191680908203,0.4,0.42
Non-Moving,Max,601,KNN7,100.0,100.0,100.0,100.0,0.02242279052734375,0.4,0.42
Non-Moving,Max,601,ETC100,100.0,100.0,100.0,100.0,0.20591306686401367,0.4,0.61
Non-Moving,Max,601,ETC50,100.0,100.0,100.0,100.0,0.11210799217224121,0.4,0.51
Non-Moving,Max,601,ETC25,100.0,100.0,100.0,100.0,0.06384062767028809,0.4,0.46
Non-Moving,Max,601,ETC10,100.0,100.0,100.0,100.0,0.03611397743225098,0.4,0.44
Non-Moving,Max,601,RFC100,100.0,100.0,100.0,100.0,0.49279308319091797,0.4,0.89
Non-Moving,Max,601,RFC50,100.0,100.0,100.0,100.0,0.2595944404602051,0.4,0.66
Non-Moving,Max,601,RFC25,100.0,100.0,100.0,100.0,0.14322543144226074,0.4,0.54
Non-Moving,Max,601,RFC10,100.0,100.0,100.0,100.0,0.06669783592224121,0.4,0.47
Non-Moving,Min,601,DT,100.0,100.0,100.0,100.0,0.0327296257019043,0.4,0.43
Non-Moving,Min,601,KNN3,100.0,100.0,100.0,100.0,0.02239537239074707,0.4,0.42
Non-Moving,Min,601,KNN7,100.0,100.0,100.0,100.0,0.022738218307495117,0.4,0.42
Non-Moving,Min,601,ETC100,100.0,100.0,100.0,100.0,0.21239447593688965,0.4,0.61
Non-Moving,Min,601,ETC50,100.0,100.0,100.0,100.0,0.11568737030029297,0.4,0.52
Non-Moving,Min,601,ETC25,100.0,100.0,100.0,100.0,0.06440091133117676,0.4,0.46
Non-Moving,Min,601,ETC10,100.0,100.0,100.0,100.0,0.03619742393493652,0.4,0.44
Non-Moving,Min,601,RFC100,100.0,100.0,100.0,100.0,0.5159270763397217,0.4,0.92
Non-Moving,Min,601,RFC50,100.0,100.0,100.0,100.0,0.26515626907348633,0.4,0.67
Non-Moving,Min,601,RFC25,100.0,100.0,100.0,100.0,0.14269518852233887,0.4,0.54
Non-Moving,Min,601,RFC10,100.0,100.0,100.0,100.0,0.06618332862854004,0.4,0.47
Non-Moving,Mean,601,DT,99.98,99.92,99.99,99.95,0.036633968353271484,0.4,0.44
Non-Moving,Mean,601,KNN3,100.0,100.0,100.0,100.0,0.02300429344177246,0.4,0.42
Non-Moving,Mean,601,KNN7,100.0,100.0,100.0,100.0,0.023079633712768555,0.4,0.42
Non-Moving,Mean,601,ETC100,100.0,100.0,100.0,100.0,0.21265959739685059,0.4,0.61
Non-Moving,Mean,601,ETC50,100.0,100.0,100.0,100.0,0.11445283889770508,0.4,0.51
Non-Moving,Mean,601,ETC25,100.0,100.0,100.0,100.0,0.06484079360961914,0.4,0.46
Non-Moving,Mean,601,ETC10,100.0,100.0,100.0,100.0,0.03650617599487305,0.4,0.44
Non-Moving,Mean,601,RFC100,100.0,100.0,100.0,100.0,0.5070052146911621,0.4,0.91
Non-Moving,Mean,601,RFC50,100.0,100.0,100.0,100.0,0.27042508125305176,0.4,0.67
Non-Moving,Mean,601,RFC25,100.0,100.0,100.0,100.0,0.1455378532409668,0.4,0.55
Non-Moving,Mean,601,RFC10,100.0,100.0,100.0,100.0,0.06764626502990723,0.4,0.47
Non-Moving,StandardDeviation,601,DT,97.15,93.92,94.85,94.38,0.10900282859802246,0.4,0.51
Non-Moving,StandardDeviation,601,KNN3,98.12,95.46,97.13,96.27,0.023984193801879883,0.4,0.42
Non-Moving,StandardDeviation,601,KNN7,97.93,94.31,97.51,95.83,0.022670269012451172,0.4,0.42
Non-Moving,StandardDeviation,601,ETC100,98.07,94.14,98.29,96.08,0.41770291328430176,0.4,0.82
Non-Moving,StandardDeviation,601,ETC50,98.0,94.1,98.04,95.94,0.2154524326324463,0.4,0.62
Non-Moving,StandardDeviation,601,ETC25,98.12,94.17,98.47,96.17,0.12341809272766113,0.4,0.52
Non-Moving,StandardDeviation,601,ETC10,98.12,94.56,98.04,96.2,0.05613970756530762,0.4,0.46
Non-Moving,StandardDeviation,601,RFC100,98.03,94.18,98.05,95.99,1.6321134567260742,0.4,2.03
Non-Moving,StandardDeviation,601,RFC50,98.12,94.43,98.18,96.19,0.8177642822265625,0.4,1.22
Non-Moving,StandardDeviation,601,RFC25,98.15,94.31,98.41,96.23,0.41515302658081055,0.4,0.82
Non-Moving,StandardDeviation,601,RFC10,98.03,94.31,97.91,96.0,0.17389631271362305,0.4,0.57
