Name,Feature,Type,ML,Accuracy,Recall,Precision,F1,MLTime,Otime,Estimate Time
Total,Max,601,DT,91.8,88.66,90.76,89.66,0.6896183490753174,0.4,1.09
Total,Max,601,KNN3,91.69,82.84,91.58,86.34,0.062059879302978516,0.4,0.46
Total,Max,601,KNN7,90.06,78.88,91.59,83.35,0.06251215934753418,0.4,0.46
Total,Max,601,ETC100,96.47,93.02,96.78,94.76,1.7107787132263184,0.4,2.11
Total,Max,601,ETC50,96.51,93.05,97.12,94.93,0.8695449829101562,0.4,1.27
Total,Max,601,ETC25,96.3,92.91,96.53,94.59,0.4431724548339844,0.4,0.84
Total,Max,601,ETC10,95.76,91.22,95.95,93.36,0.19658231735229492,0.4,0.6
Total,Max,601,RFC100,95.18,91.33,95.87,93.4,7.593369245529175,0.4,7.99
Total,Max,601,RFC50,95.24,91.48,95.92,93.5,3.7751941680908203,0.4,4.18
Total,Max,601,RFC25,94.96,90.98,95.63,93.08,1.8909258842468262,0.4,2.29
Total,Max,601,RFC10,94.31,90.18,95.3,92.48,0.8216617107391357,0.4,1.22
Total,Min,601,DT,92.21,89.14,90.44,89.77,0.7285201549530029,0.4,1.13
Total,Min,601,KNN3,91.77,84.04,92.15,87.37,0.06319665908813477,0.4,0.46
Total,Min,601,KNN7,90.11,79.34,90.92,83.55,0.06296372413635254,0.4,0.46
Total,Min,601,ETC100,96.7,93.77,97.16,95.35,1.708195686340332,0.4,2.11
Total,Min,601,ETC50,96.64,93.73,97.22,95.36,0.868494987487793,0.4,1.27
Total,Min,601,ETC25,96.27,93.27,96.87,94.94,0.4481692314147949,0.4,0.85
Total,Min,601,ETC10,95.99,93.3,96.1,94.62,0.19811654090881348,0.4,0.6
Total,Min,601,RFC100,95.63,91.46,96.75,93.83,7.910633325576782,0.4,8.31
Total,Min,601,RFC50,95.52,91.48,96.44,93.72,3.942612886428833,0.4,4.34
Total,Min,601,RFC25,95.35,91.36,96.1,93.51,1.9940893650054932,0.4,2.39
Total,Min,601,RFC10,94.5,90.72,95.21,92.77,0.8066003322601318,0.4,1.21
Total,Mean,601,DT,90.83,87.63,87.55,87.59,0.8366186618804932,0.4,1.24
Total,Mean,601,KNN3,91.37,81.83,90.63,85.32,0.0621645450592041,0.4,0.46
Total,Mean,601,KNN7,89.62,77.41,91.47,82.11,0.062165021896362305,0.4,0.46
Total,Mean,601,ETC100,95.94,92.34,96.45,94.22,1.7667906284332275,0.4,2.17
Total,Mean,601,ETC50,95.66,91.57,96.22,93.67,0.9024138450622559,0.4,1.3
Total,Mean,601,ETC25,95.51,91.66,95.9,93.6,0.46802735328674316,0.4,0.87
Total,Mean,601,ETC10,95.09,91.8,95.45,93.49,0.2084212303161621,0.4,0.61
Total,Mean,601,RFC100,94.43,89.7,95.06,92.08,8.207542896270752,0.4,8.61
Total,Mean,601,RFC50,94.47,89.56,94.93,91.94,4.134539604187012,0.4,4.53
Total,Mean,601,RFC25,94.13,89.13,94.92,91.68,2.074455738067627,0.4,2.47
Total,Mean,601,RFC10,93.54,88.31,94.36,90.97,0.8456346988677979,0.4,1.25
Total,StandardDeviation,601,DT,82.89,76.89,75.66,76.25,0.7838273048400879,0.4,1.18
Total,StandardDeviation,601,KNN3,83.86,74.04,83.11,77.48,0.06174492835998535,0.4,0.46
Total,StandardDeviation,601,KNN7,84.34,72.04,85.32,76.33,0.06210947036743164,0.4,0.46
Total,StandardDeviation,601,ETC100,89.73,82.2,90.68,85.64,1.874401569366455,0.4,2.27
Total,StandardDeviation,601,ETC50,89.44,81.71,90.57,85.26,0.9465944766998291,0.4,1.35
Total,StandardDeviation,601,ETC25,89.32,81.8,90.4,85.28,0.487398624420166,0.4,0.89
Total,StandardDeviation,601,ETC10,88.55,80.47,89.6,84.06,0.21471905708312988,0.4,0.61
Total,StandardDeviation,601,RFC100,89.2,82.4,89.51,85.39,8.068639039993286,0.4,8.47
Total,StandardDeviation,601,RFC50,88.98,81.86,88.95,84.83,4.093106269836426,0.4,4.49
Total,StandardDeviation,601,RFC25,88.69,81.26,88.45,84.26,2.0585403442382812,0.4,2.46
Total,StandardDeviation,601,RFC10,88.25,80.53,88.16,83.65,0.8341803550720215,0.4,1.23
