Name,Feature,Type,ML,Accuracy,Recall,Precision,F1,MLTime,Otime,Estimate Time
Non-Moving,Max,401,DT,100.0,100.0,100.0,100.0,0.024433374404907227,0.6,0.62
Non-Moving,Max,401,KNN3,100.0,100.0,100.0,100.0,0.014654159545898438,0.6,0.61
Non-Moving,Max,401,KNN7,100.0,100.0,100.0,100.0,0.014640569686889648,0.6,0.61
Non-Moving,Max,401,ETC100,100.0,100.0,100.0,100.0,0.1672964096069336,0.6,0.77
Non-Moving,Max,401,ETC50,100.0,100.0,100.0,100.0,0.08687925338745117,0.6,0.69
Non-Moving,Max,401,ETC25,100.0,100.0,100.0,100.0,0.04868316650390625,0.6,0.65
Non-Moving,Max,401,ETC10,100.0,100.0,100.0,100.0,0.026528120040893555,0.6,0.63
Non-Moving,Max,401,RFC100,100.0,100.0,100.0,100.0,0.34900593757629395,0.6,0.95
Non-Moving,Max,401,RFC50,100.0,100.0,100.0,100.0,0.18056535720825195,0.6,0.78
Non-Moving,Max,401,RFC25,100.0,100.0,100.0,100.0,0.09856772422790527,0.6,0.7
Non-Moving,Max,401,RFC10,100.0,100.0,100.0,100.0,0.04466557502746582,0.6,0.64
Non-Moving,Min,401,DT,100.0,100.0,100.0,100.0,0.021999835968017578,0.6,0.62
Non-Moving,Min,401,KNN3,100.0,100.0,100.0,100.0,0.014734506607055664,0.6,0.61
Non-Moving,Min,401,KNN7,100.0,100.0,100.0,100.0,0.015307903289794922,0.6,0.62
Non-Moving,Min,401,ETC100,100.0,100.0,100.0,100.0,0.18297290802001953,0.6,0.78
Non-Moving,Min,401,ETC50,100.0,100.0,100.0,100.0,0.08829593658447266,0.6,0.69
Non-Moving,Min,401,ETC25,100.0,100.0,100.0,100.0,0.04931068420410156,0.6,0.65
Non-Moving,Min,401,ETC10,100.0,100.0,100.0,100.0,0.0267791748046875,0.6,0.63
Non-Moving,Min,401,RFC100,100.0,100.0,100.0,100.0,0.3547244071960449,0.6,0.95
Non-Moving,Min,401,RFC50,100.0,100.0,100.0,100.0,0.18059515953063965,0.6,0.78
Non-Moving,Min,401,RFC25,100.0,100.0,100.0,100.0,0.0984339714050293,0.6,0.7
Non-Moving,Min,401,RFC10,100.0,100.0,100.0,100.0,0.04560089111328125,0.6,0.65
Non-Moving,Mean,401,DT,99.93,99.86,99.86,99.86,0.024359941482543945,0.6,0.62
Non-Moving,Mean,401,KNN3,100.0,100.0,100.0,100.0,0.014945030212402344,0.6,0.61
Non-Moving,Mean,401,KNN7,100.0,100.0,100.0,100.0,0.022293806076049805,0.6,0.62
Non-Moving,Mean,401,ETC100,100.0,100.0,100.0,100.0,0.16361498832702637,0.6,0.76
Non-Moving,Mean,401,ETC50,100.0,100.0,100.0,100.0,0.0870516300201416,0.6,0.69
Non-Moving,Mean,401,ETC25,100.0,100.0,100.0,100.0,0.0493311882019043,0.6,0.65
Non-Moving,Mean,401,ETC10,100.0,100.0,100.0,100.0,0.026963472366333008,0.6,0.63
Non-Moving,Mean,401,RFC100,100.0,100.0,100.0,100.0,0.35106706619262695,0.6,0.95
Non-Moving,Mean,401,RFC50,100.0,100.0,100.0,100.0,0.1815037727355957,0.6,0.78
Non-Moving,Mean,401,RFC25,100.0,100.0,100.0,100.0,0.0981748104095459,0.6,0.7
Non-Moving,Mean,401,RFC10,100.0,100.0,100.0,100.0,0.045806884765625,0.6,0.65
Non-Moving,StandardDeviation,401,DT,97.12,94.42,94.34,94.38,0.06732845306396484,0.6,0.67
Non-Moving,StandardDeviation,401,KNN3,97.93,94.91,96.93,95.88,0.014375448226928711,0.6,0.61
Non-Moving,StandardDeviation,401,KNN7,97.93,94.32,97.51,95.83,0.014576196670532227,0.6,0.61
Non-Moving,StandardDeviation,401,ETC100,98.22,94.39,98.64,96.37,0.29340291023254395,0.6,0.89
Non-Moving,StandardDeviation,401,ETC50,98.22,94.59,98.42,96.39,0.1524794101715088,0.6,0.75
Non-Moving,StandardDeviation,401,ETC25,98.08,94.21,98.23,96.09,0.08167028427124023,0.6,0.68
Non-Moving,StandardDeviation,401,ETC10,98.04,94.39,97.89,96.04,0.039476633071899414,0.6,0.64
Non-Moving,StandardDeviation,401,RFC100,98.18,94.37,98.51,96.3,0.9943206310272217,0.6,1.59
Non-Moving,StandardDeviation,401,RFC50,98.15,94.35,98.38,96.23,0.4883580207824707,0.6,1.09
Non-Moving,StandardDeviation,401,RFC25,98.04,94.29,97.99,96.03,0.25768375396728516,0.6,0.86
Non-Moving,StandardDeviation,401,RFC10,98.01,94.66,97.46,95.99,0.10487699508666992,0.6,0.7
