Name,Feature,Type,ML,Accuracy,Recall,Precision,F1,MLTime,Otime,Estimate Time
Phone,Max,401,DT,96.3,96.18,96.44,96.28,0.0072994232177734375,0.6,0.61
Phone,Max,401,KNN3,94.91,94.97,94.86,94.9,0.0020372867584228516,0.6,0.6
Phone,Max,401,KNN7,94.44,94.53,94.41,94.44,0.001998424530029297,0.6,0.6
Phone,Max,401,ETC100,100.0,100.0,100.0,100.0,0.10124373435974121,0.6,0.7
Phone,Max,401,ETC50,100.0,100.0,100.0,100.0,0.04802560806274414,0.6,0.65
Phone,Max,401,ETC25,99.54,99.51,99.57,99.54,0.024825334548950195,0.6,0.62
Phone,Max,401,ETC10,99.54,99.56,99.51,99.54,0.011511564254760742,0.6,0.61
Phone,Max,401,RFC100,98.61,98.63,98.59,98.61,0.15836310386657715,0.6,0.76
Phone,Max,401,RFC50,97.69,97.76,97.64,97.68,0.08024883270263672,0.6,0.68
Phone,Max,401,RFC25,97.69,97.76,97.64,97.68,0.052181243896484375,0.6,0.65
Phone,Max,401,RFC10,99.07,99.12,99.04,99.07,0.01791834831237793,0.6,0.62
Phone,Min,401,DT,94.91,94.87,94.92,94.89,0.007152080535888672,0.6,0.61
Phone,Min,401,KNN3,94.91,94.81,94.99,94.88,0.0020530223846435547,0.6,0.6
Phone,Min,401,KNN7,93.52,93.45,93.55,93.49,0.0021016597747802734,0.6,0.6
Phone,Min,401,ETC100,100.0,100.0,100.0,100.0,0.11371755599975586,0.6,0.71
Phone,Min,401,ETC50,100.0,100.0,100.0,100.0,0.04889321327209473,0.6,0.65
Phone,Min,401,ETC25,100.0,100.0,100.0,100.0,0.024717330932617188,0.6,0.62
Phone,Min,401,ETC10,99.54,99.51,99.57,99.54,0.01112055778503418,0.6,0.61
Phone,Min,401,RFC100,97.69,97.65,97.71,97.68,0.16186904907226562,0.6,0.76
Phone,Min,401,RFC50,97.69,97.65,97.71,97.68,0.08189630508422852,0.6,0.68
Phone,Min,401,RFC25,95.83,95.85,95.8,95.82,0.041658878326416016,0.6,0.64
Phone,Min,401,RFC10,96.3,96.44,96.3,96.29,0.017885446548461914,0.6,0.62
Phone,Mean,401,DT,89.35,89.45,89.33,89.34,0.007271528244018555,0.6,0.61
Phone,Mean,401,KNN3,93.06,93.11,93.01,93.04,0.002130270004272461,0.6,0.6
Phone,Mean,401,KNN7,91.2,91.2,91.16,91.18,0.001984119415283203,0.6,0.6
Phone,Mean,401,ETC100,99.54,99.51,99.57,99.54,0.09237909317016602,0.6,0.69
Phone,Mean,401,ETC50,99.54,99.56,99.51,99.54,0.04765939712524414,0.6,0.65
Phone,Mean,401,ETC25,99.54,99.56,99.51,99.54,0.026453018188476562,0.6,0.63
Phone,Mean,401,ETC10,98.15,98.25,98.11,98.15,0.011035680770874023,0.6,0.61
Phone,Mean,401,RFC100,96.76,96.78,96.73,96.75,0.16231179237365723,0.6,0.76
Phone,Mean,401,RFC50,96.76,96.83,96.72,96.75,0.08407878875732422,0.6,0.68
Phone,Mean,401,RFC25,97.22,97.32,97.19,97.22,0.042336463928222656,0.6,0.64
Phone,Mean,401,RFC10,96.3,96.44,96.3,96.29,0.017986774444580078,0.6,0.62
Phone,StandardDeviation,401,DT,83.8,83.77,83.74,83.75,0.010010480880737305,0.6,0.61
Phone,StandardDeviation,401,KNN3,75.0,74.92,74.92,74.92,0.001995086669921875,0.6,0.6
Phone,StandardDeviation,401,KNN7,72.69,72.47,72.64,72.51,0.00212860107421875,0.6,0.6
Phone,StandardDeviation,401,ETC100,90.74,90.71,90.71,90.71,0.10628128051757812,0.6,0.71
Phone,StandardDeviation,401,ETC50,92.13,91.98,92.29,92.08,0.055748939514160156,0.6,0.66
Phone,StandardDeviation,401,ETC25,89.35,89.29,89.34,89.31,0.027796030044555664,0.6,0.63
Phone,StandardDeviation,401,ETC10,88.89,88.85,88.85,88.85,0.012062311172485352,0.6,0.61
Phone,StandardDeviation,401,RFC100,87.96,87.87,87.97,87.91,0.18473219871520996,0.6,0.78
Phone,StandardDeviation,401,RFC50,88.89,88.85,88.85,88.85,0.09431982040405273,0.6,0.69
Phone,StandardDeviation,401,RFC25,89.35,89.24,89.39,89.3,0.047591209411621094,0.6,0.65
Phone,StandardDeviation,401,RFC10,87.5,87.44,87.48,87.45,0.02015066146850586,0.6,0.62
