Timestamp,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,LiAx,LiAy,LiAz,P,Value,Type,GroupType
0.0,0.102595985,-0.14666349,9.7537565,0.0005980916321277617,-0.0006394899683073162,2.816319465637207e-06,4.285447597503662,20.64360809326172,-15.13530158996582,-0.18244701623916626,0.8003057241439819,0.04791927337646485,989.9608154296876,0,0.0,0
0.04,0.08351356,-0.1490477,9.753758,0.00440963264554739,0.0016069670673459768,-0.0009991684928536415,-3.2270722389221187,17.400651931762695,-12.094236373901367,-0.16639792919158936,0.8214715719223022,0.038643836975097656,989.9225463867188,0,0.0,0
0.08,0.09072006,-0.14666528,9.75613,0.0036103306338191032,-0.0023877136409282684,-0.00033353071194142103,-2.8550772666931152,17.117420196533207,-13.058801651000975,-0.18958544731140134,0.7838875651359558,0.03419303894042969,989.8626098632812,0,0.0,0
0.12,0.10270631,-0.13951638,9.756133,-0.0010505516547709703,0.0006749766180291773,-6.73666363582015e-05,-3.185413360595703,17.492435455322266,-12.25999641418457,-0.1790851652622223,0.7873858213424683,0.05353546142578125,989.8602294921876,0,0.0,0
0.16,0.09557336599999999,-0.14905038,9.767972,0.0004138314398005605,0.0009413500083610417,0.0005982711445540191,-2.9345107078552246,17.200645446777347,-12.35856819152832,-0.17858949303627014,0.7979514598846436,0.01117229461669922,989.8651733398438,0,0.0,0
0.2,0.093220234,-0.14428473,9.767975999999999,2.0049279555678368e-05,0.0006946329958736898,0.0004163534031249583,-3.106255531311035,17.197380065917972,-11.562067031860352,-0.16376441717147827,0.7961754798889159,0.030228614807128906,989.9008178710938,0,0.0,0
0.24,0.1004267,-0.16811848,9.772714,0.0002860105596482754,2.8900816687382758e-05,-0.00038274613325484097,-2.956085681915283,17.760147094726562,-12.772905349731445,-0.19173312187194824,0.8108689785003662,0.02578258514404297,989.9055786132812,0,0.0,0
0.28,0.08851397,-0.14905307,9.756146000000001,-0.0007796072168275714,0.0008279059547930956,0.00014973376528359952,-2.7247228622436523,16.44877815246582,-12.192934036254885,-0.16715660691261292,0.778329610824585,0.026040077209472656,989.8956909179688,0,0.0,0
0.32,0.09811032,-0.14667073,9.758517,0.0001521439990028739,0.0002953317598439753,-0.0014483135892078278,-3.3308811187744136,17.04000473022461,-11.98015022277832,-0.19002851843833926,0.7744822502136229,0.016824722290039062,989.9310913085938,0,0.0,0
0.36,0.09575721599999999,-0.15620473,9.751419,1.8631690181791786e-05,-0.0005035583162680268,0.00014942995039746165,-3.2609848976135254,17.422149658203125,-13.014078140258787,-0.1840053498744965,0.768416166305542,0.026685714721679688,989.9110717773438,0,0.0,0
