Timestamp,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,LiAx,LiAy,LiAz,P,Value,Type,GroupType
0.0,0.097569525,-0.14706787,9.771834,-0.0007771157543174922,0.002864896086975932,0.0002970178320538253,-7.139693737030028,13.319149017333984,-17.257265090942386,-0.018098525702953342,-0.003104269504547119,0.04384899139404297,989.9727783203124,0,0.0,0
0.04,0.08560607,-0.14706752,9.750529,0.0005480969557538629,-0.00025285608717240393,-0.00020551774650812152,-7.034120082855225,12.68084716796875,-17.77507972717285,-0.013285420835018158,0.006472155451774597,0.05805301666259765,989.9594116210938,0,0.0,0
0.08,0.08798206,-0.13753408,9.76473,0.0005480969557538629,-0.00025285608717240393,-0.00020551774650812152,-7.034120082855225,12.68084716796875,-17.77507972717285,-0.008315950632095337,-0.007829815149307251,0.043849945068359375,989.9594116210938,0,0.0,0
0.12,0.09274787,-0.13991702,9.757628,1.5599769540131092e-05,-0.0002528779150452465,-0.0002054601209238172,-6.866099834442139,12.943540573120115,-17.81633949279785,-0.008425600826740265,0.0064786672592163095,0.034381866455078125,989.9638061523438,0,0.0,0
0.16,0.097513735,-0.14468321,9.7552595,0.0004152078181505203,0.00014657409337814895,-0.0006048762006685138,-7.1371941566467285,13.690387725830078,-17.51032829284668,-0.022436484694480896,-0.0072706788778305045,0.04859161376953125,989.9585571289062,0,0.0,0
0.2,0.09749979,-0.13753304,9.769461999999999,0.0006816583918407558,-0.0010518691269680858,-7.218681275844574e-05,-6.623348712921143,13.012672424316404,-17.626840591430664,-0.017415396869182587,0.002501994371414185,0.02965831756591797,990.0086669921876,0,0.0,0
0.24,0.09031612,-0.14468256,9.771828,0.0005486347945407033,-0.0005192593089304863,0.00019418657757341862,-6.928355693817139,13.78101921081543,-18.240671157836914,-0.002282150089740753,-0.002158164978027344,0.06752872467041016,989.9629516601562,0,0.0,0
0.28,0.08791229,-0.13514909,9.764724000000001,0.0002824531402438879,-0.0010519127827137706,0.00046056002611294383,-7.32570219039917,13.250614166259766,-17.68650245666504,-0.002338446676731109,-0.006909117102622986,0.04386043548583984,989.9749755859376,0,0.0,0
0.32,0.09506804,-0.14229858,9.776558999999999,1.6271951608359814e-05,-0.00011982904106844217,0.0005937755922786891,-6.358043193817139,12.892066955566404,-17.198762893676758,-0.011637575924396515,-0.006463184952735901,0.03913116455078125,989.9878540039062,0,0.0,0
0.36,0.090274304,-0.13514838,9.793128,1.6271951608359814e-05,-0.00011982904106844217,0.0005937755922786891,-6.358043193817139,12.892066955566404,-17.198762893676758,-0.001856975257396698,-0.01106339693069458,0.0107269287109375,989.9878540039062,0,0.0,0
0.4,0.0830906,-0.14468116,9.743414999999999,0.0010816698195412755,1.3307027984410526e-05,-0.00047143030678853387,-6.934878826141357,13.037073135375975,-17.657243728637695,-0.0020753368735313416,0.008370131254196167,0.058079719543457024,990.0006103515624,0,0.0,0
0.44,0.09263629,-0.14706412,9.752884,0.0002828564029186964,-0.0009188203257508576,0.00032757499138824636,-7.188283443450928,12.957630157470705,-17.305612564086914,0.0026453211903572087,0.0037679821252822885,0.06281661987304688,989.9800415039062,0,0.0,0
0.48,0.08067286,-0.13991395,9.741046,0.00041628349572420115,0.00027955742552876467,0.0007271639769896865,-6.718162059783936,12.554946899414062,-17.27750587463379,0.012162141501903534,0.004068344831466675,0.07229328155517578,989.9699096679688,0,0.0,0
0.52,0.09260839,-0.14229685,9.771818,0.00041628349572420115,0.00027955742552876467,0.0007271639769896865,-6.718162059783936,12.554946899414062,-17.27750587463379,-0.02605058252811432,-0.005421355366706847,0.029685020446777344,989.9699096679688,0,0.0,0
0.56,0.092594445,-0.12799683,9.771817,0.0008158915443345903,0.00014637767162639648,-7.172604091465472e-05,-7.073277950286865,12.960298538208008,-17.86237907409668,-0.0067110806703567505,-0.01967349648475647,0.039154052734375,989.985107421875,0,0.0,0
0.6,0.09019059,-0.14944604,9.762347,-0.00038226088508963596,-0.0009189295233227313,-0.0004710847279056906,-7.106349468231201,13.24563980102539,-18.25889778137207,-0.0013523474335670473,0.018597200512886047,0.0580902099609375,989.9852294921876,0,0.0,0
0.64,0.08300692,-0.13991258,9.757611,0.0005499789258465171,-0.0005194774712435901,-0.00020471110474318263,-6.939445018768311,13.03265380859375,-17.42533302307129,0.0032084435224533077,-0.00040413439273834234,0.03915691375732422,989.9771728515624,0,0.0,0
0.68,0.08777279,-0.14944533,9.767078999999999,-0.00011567620094865559,0.0009452379890717566,-0.00033781141974031925,-7.084336757659912,13.424192428588867,-18.118772506713867,-0.001697055995464325,-0.0005976259708404541,0.04862594604492188,989.982177734375,0,0.0,0
0.72,0.09492856,-0.13991186,9.759976,-0.00011554174125194551,-0.00012004737800452858,6.172002758830786e-05,-6.96960973739624,13.21502685546875,-17.277387619018555,-0.0161425918340683,-0.005319029092788696,0.02495574951171875,989.9923095703124,0,0.0,0
0.76,0.08864057,-0.13993350000000002,9.776627000000001,0.00015090848319232464,0.0006788784521631896,-0.0006040121661499143,-6.858190059661865,13.583038330078125,-17.77799415588379,0.0021158382296562195,-0.0004725158214569092,0.03907966613769531,989.9674072265624,0,0.0,0
0.8,0.08627218,-0.13755074,9.752957,-0.0005211409879848361,0.00014726289373356852,0.00032541071414016187,-7.323638439178468,12.883798599243164,-17.665353775024414,0.0020134970545768733,-0.0005621463060379028,0.07695198059082031,989.9999389648438,0,0.0,0
0.84,0.07912403,-0.14946768,9.764794,0.00027551024686545134,-0.0009176278254017234,-0.0003413631930015981,-6.8395209312438965,13.126510620117188,-17.90812873840332,0.006979256868362428,0.004274412989616394,0.04380893707275391,989.9674072265624,0,0.0,0
0.88,0.083925426,-0.14470166,9.757696000000001,0.0009410922648385168,0.0010797750437632203,0.00019117956981062892,-6.9178385734558105,13.685413360595705,-18.08273124694824,-0.007582604885101318,0.004447028040885925,0.03434181213378906,989.9594116210938,0,0.0,0
0.92,0.093506515,-0.13993564,9.776636,0.0008077266393229365,-0.00011861273378599436,0.0003242485108785331,-7.087380886077881,13.421245574951172,-17.96416664123535,-0.021957263350486755,-0.004700794816017151,0.015407562255859375,989.9496459960938,0,0.0,0
0.96,0.09113824,-0.13040301,9.769536,-0.00012458686251193285,0.00041405274532735353,-7.531431037932634e-05,-7.155618190765381,13.146492004394533,-17.70661735534668,-0.007623247802257538,-0.013927280902862549,0.04855155944824219,989.9750366210938,0,0.0,0
1.0,0.08160019,-0.13993672,9.755334,0.0009404692100360991,-0.0005180190782994032,-0.0006080351304262878,-7.040613651275635,13.149160385131836,-18.263383865356445,0.011881999671459198,-0.004197046160697937,0.06275081634521484,990.00244140625,0,0.0,0
1.04,0.08640152,-0.1494703,9.757703999999999,8.155708201229572e-06,-0.0010506169637665153,5.766551475971937e-05,-7.030778408050537,13.315927505493164,-17.504816055297848,0.002630986273288727,0.019525080919265747,0.0627450942993164,989.9771728515624,0,0.0,0
1.08,0.08403319,-0.13993779,9.776643,0.00014110596384853125,-0.00011847780842799692,-0.0004750551888719201,-6.989257335662843,13.301795959472654,-16.971498489379886,-0.011572234332561493,0.0006835460662841798,0.029605865478515625,989.9568481445312,0,0.0,0
1.12,0.08166477,-0.13755497,9.779012,0.0005403721006587149,-0.00038475991459563375,-0.0004751443048007785,-7.0026793479919425,13.500370025634766,-17.673906326293945,-0.001995719969272613,-0.004177853465080261,0.04380416870117188,989.9393920898438,0,0.0,0
