Name,Feature,Type,ML,Accuracy,Recall,Precision,F1,MLTime,Otime,Estimate Time
Non-Moving,Max,502,DT,99.94,99.8,99.96,99.88,0.011517524719238281,1,1.01
Non-Moving,Max,502,KNN3,100.0,100.0,100.0,100.0,0.008046388626098633,1,1.01
Non-Moving,Max,502,KNN7,100.0,100.0,100.0,100.0,0.008118629455566406,1,1.01
Non-Moving,Max,502,ETC100,100.0,100.0,100.0,100.0,0.11684775352478027,1,1.12
Non-Moving,Max,502,ETC50,100.0,100.0,100.0,100.0,0.06151771545410156,1,1.06
Non-Moving,Max,502,ETC25,100.0,100.0,100.0,100.0,0.034177541732788086,1,1.03
Non-Moving,Max,502,ETC10,100.0,100.0,100.0,100.0,0.017403125762939453,1,1.02
Non-Moving,Max,502,RFC100,100.0,100.0,100.0,100.0,0.2192089557647705,1,1.22
Non-Moving,Max,502,RFC50,100.0,100.0,100.0,100.0,0.11439943313598633,1,1.11
Non-Moving,Max,502,RFC25,99.94,99.8,99.96,99.88,0.060965538024902344,1,1.06
Non-Moving,Max,502,RFC10,100.0,100.0,100.0,100.0,0.028449058532714844,1,1.03
Non-Moving,Min,502,DT,100.0,100.0,100.0,100.0,0.011901378631591797,1,1.01
Non-Moving,Min,502,KNN3,100.0,100.0,100.0,100.0,0.007966995239257812,1,1.01
Non-Moving,Min,502,KNN7,100.0,100.0,100.0,100.0,0.007875204086303711,1,1.01
Non-Moving,Min,502,ETC100,100.0,100.0,100.0,100.0,0.12085914611816406,1,1.12
Non-Moving,Min,502,ETC50,100.0,100.0,100.0,100.0,0.06314301490783691,1,1.06
Non-Moving,Min,502,ETC25,100.0,100.0,100.0,100.0,0.03470635414123535,1,1.03
Non-Moving,Min,502,ETC10,100.0,100.0,100.0,100.0,0.017889738082885742,1,1.02
Non-Moving,Min,502,RFC100,100.0,100.0,100.0,100.0,0.22389817237854004,1,1.22
Non-Moving,Min,502,RFC50,100.0,100.0,100.0,100.0,0.11623883247375488,1,1.12
Non-Moving,Min,502,RFC25,100.0,100.0,100.0,100.0,0.06141161918640137,1,1.06
Non-Moving,Min,502,RFC10,100.0,100.0,100.0,100.0,0.027964353561401367,1,1.03
Non-Moving,Mean,502,DT,99.94,99.8,99.96,99.88,0.012184381484985352,1,1.01
Non-Moving,Mean,502,KNN3,100.0,100.0,100.0,100.0,0.007987499237060547,1,1.01
Non-Moving,Mean,502,KNN7,100.0,100.0,100.0,100.0,0.007972955703735352,1,1.01
Non-Moving,Mean,502,ETC100,100.0,100.0,100.0,100.0,0.11960554122924805,1,1.12
Non-Moving,Mean,502,ETC50,100.0,100.0,100.0,100.0,0.06259942054748535,1,1.06
Non-Moving,Mean,502,ETC25,100.0,100.0,100.0,100.0,0.03407859802246094,1,1.03
Non-Moving,Mean,502,ETC10,100.0,100.0,100.0,100.0,0.017746448516845703,1,1.02
Non-Moving,Mean,502,RFC100,100.0,100.0,100.0,100.0,0.22295260429382324,1,1.22
Non-Moving,Mean,502,RFC50,100.0,100.0,100.0,100.0,0.11561298370361328,1,1.12
Non-Moving,Mean,502,RFC25,100.0,100.0,100.0,100.0,0.061383962631225586,1,1.06
Non-Moving,Mean,502,RFC10,100.0,100.0,100.0,100.0,0.02837514877319336,1,1.03
Non-Moving,StandardDeviation,502,DT,97.06,94.49,94.35,94.42,0.030416011810302734,1,1.03
Non-Moving,StandardDeviation,502,KNN3,98.31,95.4,98.12,96.7,0.008031129837036133,1,1.01
Non-Moving,StandardDeviation,502,KNN7,98.37,95.6,98.16,96.82,0.008046865463256836,1,1.01
Non-Moving,StandardDeviation,502,ETC100,98.25,94.87,98.43,96.54,0.18588733673095703,1,1.19
Non-Moving,StandardDeviation,502,ETC50,98.31,95.07,98.46,96.67,0.09570837020874023,1,1.1
Non-Moving,StandardDeviation,502,ETC25,98.5,95.51,98.76,97.05,0.051354169845581055,1,1.05
Non-Moving,StandardDeviation,502,ETC10,98.25,95.36,97.91,96.58,0.024267196655273438,1,1.02
Non-Moving,StandardDeviation,502,RFC100,98.31,95.23,98.29,96.68,0.4978914260864258,1,1.5
Non-Moving,StandardDeviation,502,RFC50,98.31,95.23,98.29,96.68,0.2501075267791748,1,1.25
Non-Moving,StandardDeviation,502,RFC25,98.25,95.03,98.25,96.56,0.12824702262878418,1,1.13
Non-Moving,StandardDeviation,502,RFC10,98.25,95.2,98.08,96.57,0.05470871925354004,1,1.05
