Timestamp,MaxAx,MaxAy,MaxAz,MaxGx,MaxGy,MaxGz,MaxMx,MaxMy,MaxMz,MaxLiAx,MaxLiAy,MaxLiAz,MaxP,MinAx,MinAy,MinAz,MinGx,MinGy,MinGz,MinMx,MinMy,MinMz,MinLiAx,MinLiAy,MinLiAz,MinP,MeanAx,MeanAy,MeanAz,MeanGx,MeanGy,MeanGz,MeanMx,MeanMy,MeanMz,MeanLiAx,MeanLiAy,MeanLiAz,MeanP,StandardDeviationAx,StandardDeviationAy,StandardDeviationAz,StandardDeviationGx,StandardDeviationGy,StandardDeviationGz,StandardDeviationMx,StandardDeviationMy,StandardDeviationMz,StandardDeviationLiAx,StandardDeviationLiAy,StandardDeviationLiAz,StandardDeviationP,MedianAx,MedianAy,MedianAz,MedianGx,MedianGy,MedianGz,MedianMx,MedianMy,MedianMz,MedianLiAx,MedianLiAy,MedianLiAz,MedianP,VarianceAx,VarianceAy,VarianceAz,VarianceGx,VarianceGy,VarianceGz,VarianceMx,VarianceMy,VarianceMz,VarianceLiAx,VarianceLiAy,VarianceLiAz,VarianceP,KurtosisAx,KurtosisAy,KurtosisAz,KurtosisGx,KurtosisGy,KurtosisGz,KurtosisMx,KurtosisMy,KurtosisMz,KurtosisLiAx,KurtosisLiAy,KurtosisLiAz,KurtosisP,SkeAx,SkeAy,SkeAz,SkeGx,SkeGy,SkeGz,SkeMx,SkeMy,SkeMz,SkeLiAx,SkeLiAy,SkeLiAz,SkeP,SMAAcc,SMAGyr,SMAMag,SMALiAcc,MeanMagAcc,MeanMagGyr,MeanMagMag,MeanMagLiAcc,IqrMagAcc,IqrMagGyr,IqrMagMag,IqrMagLiAcc,STDMagAcc,STDMagGyr,STDMagMag,STDMagLiAcc,VarMagAcc,VarMagGyr,VarMagMag,VarMagLiAcc,GroupType,Type,Pose,Unitmotion,Activities,NewGroup
9,0.07964621283363703,-0.15130677639322024,9.768290737223657,3.976482497892546e-05,0.00011353759038779537,6.207320510568518e-05,1.3331520061039552,21.71780837191529,-14.10990983727221,0.06844804825935569,-0.0913425400022696,0.03929545499307095,990.2905235771827,0.0780425057989876,-0.1526776698888766,9.767478854664466,-0.00013863390874636785,1.5304104460306288e-05,-5.878750810943582e-05,1.294318283780138,21.599934091281572,-14.236292843403866,0.05284286289609078,-0.11666842640677265,0.037460624942994236,990.2830868506284,0.07913046179332099,-0.15215574337453594,9.767839203953272,-2.4191721762592475e-05,3.831430126070368e-05,-2.335762094483572e-07,1.31408323658623,21.662051411453284,-14.180147072474526,0.058892408358458034,-0.1027810283641344,0.038487835763643216,990.2867815774314,0.00046957874379852403,0.000507757765457296,0.0002360053387108835,5.289181869638963e-05,2.28479598121067e-05,4.4945405559562324e-05,0.01328144033964004,0.03924215151898525,0.036021526744132094,0.004655647751331333,0.007434624255438434,0.0006275236186220577,0.0020423083167890967,0.0792607445429714,-0.15243607787967695,9.767842251369908,-2.584927156521099e-05,2.9996742677607037e-05,-2.7254646547095268e-06,1.3152852985931802,21.669028304384586,-14.16308354874532,0.05775402093319953,-0.101774993920267,0.038605515450857976,990.2862700655555,2.2050419662739987e-07,2.578179483821865e-07,5.5698519900038837e-08,2.797544485011752e-09,5.220292675756429e-10,2.0200894809135357e-09,0.00017639665749541773,0.0015399464558389973,0.0012975503889782235,2.1675055984476493e-05,5.527363781955349e-05,3.937858919285217e-07,4.171023260825916e-06,0.06846856057607775,-1.4298178039120957,-1.051092626725994,-0.6398000558680748,2.7219646048748256,-1.6780027793691596,-1.4150653901591856,-1.3015073325542117,-1.0790623597823117,-0.9271077601390244,-1.083363635386015,-1.1953322375571591,-0.6047278698492531,-1.0750569562779344,0.5451867879218476,0.2725289039211281,-0.4656221300507022,1.8690685077512668,0.12719030873251982,-0.10314618966071562,-0.29089751833190897,-0.1863425514646943,0.5649461462661384,-0.2784450625346667,-0.409496583225246,0.5857779626703989,9.999125409121133,0.00012715651364671215,37.156281720514045,0.20016127248623566,9.769344716394393,7.714340256869446e-05,25.923939071388432,0.1245967217427331,0.0003568440303212128,2.0287836646209124e-05,0.019809466049547808,0.012731717296328493,0.00022612365225913814,3.690922468810566e-05,0.014060390976936043,0.008145464287110145,5.113190611101163e-08,1.3622908670770684e-09,0.0001976945944243045,6.634858845258676e-05,2,13.0,Calling,Grab the phone,2,Phone
10,0.08739081824646927,-0.1509595592487856,9.775487648369538,-2.060776242333414e-05,0.023210940750250764,6.207320510568518e-05,1.3301912824740754,23.717395418749923,-11.863047551245193,0.07953777109829792,-0.05735011389625615,0.03942803681078312,990.2905235771827,0.0764983656530749,-1.0128061548976233,9.60264130733068,-0.2794827397872218,-0.0021593809677484576,-0.08560722331191882,0.4354479836098247,21.670594549701953,-14.16363503696664,0.05265734060631287,-0.10154327462329583,0.015497749988546384,990.2801675539087,0.0793739896894359,-0.256641753879065,9.75515142737994,-0.043587817882180975,0.002320800584576864,-0.017057641219009708,1.2007007904850011,21.949523015810147,-13.838845925869707,0.06068049507041391,-0.08184162863508923,0.03228292142856102,990.2857913091773,0.0021175775706426016,0.21535920650375653,0.03674184189041378,0.07902446218986067,0.005936404496299522,0.026754150268862714,0.21912810879983144,0.5044078443890327,0.569393955616664,0.00846841186618027,0.0167533819385758,0.009064145520739642,0.003617128113157749,0.07895833420988667,-0.15228242046521562,9.768083967925337,-0.00013752097359209374,5.112585890667345e-05,4.892915303664528e-06,1.2973979436185294,21.71868671172017,-14.106836174459287,0.05696911172127835,-0.09107756897798187,0.03874573124670036,990.2863689934422,4.484134767688621e-06,0.04637958782592765,0.0013499629455001648,0.006244865624396718,3.5240898343685195e-05,0.0007157845566088869,0.04801712806619076,0.2544272734811907,0.32420947669279143,7.17139995352628e-05,0.00028067580637979804,8.215873402114451e-05,1.3083615786996135e-05,4.629947166416351,3.7918966415795534,7.498043182795197,1.8831480995577703,4.205805927965653,1.0407763668522243,3.7820217401289913,3.6719115051849673,3.4181921508856687,-0.26748495125867544,-1.6317548108368682,-1.251369950749585,-1.3198466982540211,2.080829303310879,-2.1961374688460453,-2.870765692275802,-1.7779933103178809,2.3458141904603576,-1.5344691535692259,-2.1914836963434343,2.166105644976096,2.087300832303301,1.099926163242322,0.3466628235511042,-0.7375503648823629,-0.2878858321613961,10.091167170948443,0.0633208197226974,36.98906973216486,0.17480504513406414,9.7612131352973,0.04751653410641315,25.98714607995755,0.1083309190418691,0.000659693185657062,0.05223115999563789,0.02313436495758836,0.019954346517826318,0.025596410259122918,0.08326500202706863,0.1401856983952562,0.010720532668312724,0.000655176218153333,0.006933060562567742,0.019652030034565737,0.00011492982069236033,2,13.0,Calling,Grab the phone,2,Phone
11,0.08739081824646927,-0.1509595592487856,9.775487648369538,0.1535545890766582,0.0260215688814157,6.153009190421287e-05,1.3301912824740754,26.754809768976745,-9.151345556857972,0.0918631910410138,-0.0101421962053169,0.03942803681078312,990.2990275976683,-0.06610616317978545,-2.1230495554584383,9.484790413016293,-0.3113051309209122,-0.019650933368171898,-0.08560722331191882,-1.752377023422333,21.71956505152506,-14.103762511646366,0.05265734060631287,-0.09081259795369416,-0.1898812511449632,990.2801675539087,0.04944509988767205,-1.0931760462093614,9.642829053085807,-0.11198331227214753,0.0014727867059348948,-0.03462242930565501,0.21318781352908056,24.00620075775,-11.751706949146008,0.06882850110670677,-0.06560752938535531,-0.03110794827689705,990.2886508318936,0.04499334859765331,0.7918236641881725,0.1118818438108206,0.13070010376193472,0.011093152520952412,0.0243842016603644,1.025069282967433,1.9648544940454868,1.925152017711581,0.00900986224699721,0.017525145413042516,0.07494768536509075,0.006520600501761756,0.07658640664738017,-1.0618994921211402,9.63109563936846,-0.09499496326267297,0.00011461373959518999,-0.028997775085718037,0.3937136241969528,23.84498380588868,-11.724936320692818,0.06759669698446871,-0.06556567671568732,0.016114309239373983,990.2886714482588,0.002024401418029952,0.6269847151683838,0.012517546974508858,0.017082517123380506,0.00012305803285311292,0.0005945892906133179,1.050767034883367,3.860653182770746,3.7062102912989716,8.117761770986561e-05,0.0003071307217482852,0.005617155541584639,4.251823090357568e-05,0.7588753343812917,-1.70284565813203,-1.6253167841735692,-1.0825308848216115,-0.318962220774079,-0.5754512089357169,-1.2101598455485292,-1.6414205080602935,-1.667235963084986,-0.27382397712044737,1.6427480337914802,-0.9049673287009274,-1.3540165523408143,-1.4157036406560812,-0.04077797266962572,-0.05556711851698889,-0.012854408801983887,0.4920445786394936,-0.6967036307131838,-0.4525867717177952,0.1134469340592052,0.03633378912446858,0.4420418079479443,1.1806221567308552,-0.8386778294305208,0.16890958995482525,10.798601412829264,0.1755839966860123,36.68465587287467,0.1933164005421613,9.736879260274033,0.13930421550759794,26.870933682941452,0.12125618278122995,0.08416937359593746,0.1985246662395752,1.8513041878132128,0.0461658996544074,0.05984021308222001,0.10963594970736093,0.9279893722877084,0.03487159629197075,0.003580851101725493,0.012020041468234972,0.8611642750789351,0.001216028227950188,2,1.0,Calling,Grab the phone,2,Phone
12,0.12239250335932148,2.255773425278849,9.70191882952501,0.7070370221912424,0.0260215688814157,-0.012968470705902492,0.351979264784081,26.754809768976745,-9.151345556857972,0.11913955361600745,0.4018877562513015,0.021031389328431616,990.2990275976683,-0.06610616317978545,-2.1230495554584383,8.404043609809724,-0.3113051309209122,-0.08127315755170297,-0.135814152781047,-5.4632627513724605,3.0587681684892765,-14.847617637656324,0.062462940404083934,-0.08651400540608392,-0.3839491539922108,990.2319148964656,0.03236099069840269,-0.8909424174151779,9.45264056377431,0.15831648075538324,-0.03407603273549528,-0.053599331018379125,-2.219533576559982,20.558678050138745,-11.828616746542082,0.08603020735230148,0.06068328439274024,-0.2100891102702738,990.2775678108563,0.0571084760220874,1.2972143102788734,0.2982452964715519,0.33798820750593805,0.03607415017960725,0.03660204856168421,1.8260273085770864,7.0813565722929415,2.1128850096599874,0.01933825062730677,0.15687507471246587,0.1381743108692044,0.020642769579587283,0.04511968634321474,-1.3959765060722904,9.537280835208279,0.1653393224386709,-0.02212028259676431,-0.0416511465473519,-1.8101413536191344,24.10769764358419,-11.37886062970353,0.08361693273090315,-0.006159279575588018,-0.19733584981644448,990.2859925490576,0.0032613780335653307,1.6827649667922933,0.08895025686740388,0.11423602841307705,0.0013013443111808572,0.0013397099589118893,3.334375731669278,50.145610903956396,4.464283064045884,0.0003739679373245308,0.024609789066041752,0.019092140184179537,0.0004261239359159342,-1.0550569324603254,-0.1997457677365908,3.561422333468826,-1.370081809691661,-1.5182151429616482,-0.6168821447997255,-1.1939400696956026,-0.12324625553518985,-1.5328627583725942,-1.3456974577769267,-0.7133582588925917,-1.37912709113468,-0.6967537779004105,-0.2379249443252517,1.0268101560002258,-2.0553616948313884,0.04124233957716522,-0.04589731578661491,-0.7710619646671766,-0.3409814548352088,-1.0856488440805707,-0.20326003093830705,0.3093373627157948,0.8404336856378521,0.1544843782737625,-0.8013975596333937,10.946700191772553,0.4083954807186095,34.648322132285465,0.4231477432910782,9.581495043499897,0.32407138985421263,24.67120993358868,0.27476324890639303,0.2084882500871359,0.2826474537156071,5.615297895685671,0.26730509075866915,0.2886793536271857,0.1985031940288015,3.992151908302362,0.15293265201109535,0.08333576921060973,0.03940351803963602,15.937276858962193,0.02338839605114679,2,1.0,Calling,Grab the phone,2,Phone
13,0.12239250335932148,5.8349212435583375,9.70191882952501,0.8363945672988886,-0.017760532172306262,-0.013277420521162427,2.4924557984055324,24.395886761253013,0.371696506148658,0.11913955361600745,0.5326857747530468,0.028801848134878245,990.2872584290983,-1.8664563858364165,-1.6932122705815569,2.789981019465593,0.1771240558006836,-0.08127315755170297,-0.531368376790974,-5.656685774489938,-24.978216452258984,-14.847617637656324,-0.12120133033367025,-0.0021763629458591387,-0.3839491539922108,990.1901904892952,-0.2510124725454216,2.2830752793912144,7.484478062962885,0.6242053752316371,-0.049880321478456224,-0.18761414664590306,-3.587667683668029,1.3699585624364194,-10.786977962614493,0.029445898924805657,0.3429703718417073,-0.2474762690483008,990.2336061021699,0.5357672508471881,2.5379956086640933,2.2642388460451763,0.2088807282940651,0.02229582502223496,0.150156653780454,1.9890790607697957,15.951791692480375,4.439517634644927,0.08112784744910162,0.1854792889940099,0.1288795747569037,0.0314909040182983,-0.0017702382999728935,2.359973038304428,8.323037351020393,0.7158969558550916,-0.044387218933688084,-0.1380214733216031,-4.1112800711425255,2.436866126021898,-12.488613335469775,0.05830559629745749,0.4099985718537132,-0.28677499294750153,990.230527676781,0.2870465470803538,6.4414217095982185,5.126777551939992,0.043631158652659034,0.0004971038134221183,0.02254702067454313,3.9564355099928528,254.45965820028587,19.70931682832329,0.0065817276317247046,0.034402566645723436,0.016609944789520333,0.0009916770358896763,1.5846403609641575,-1.4239704277704333,-0.9337261034938868,-0.8327604199837673,-1.5858937667793969,-0.4648981080244861,1.046045702121961,-1.3472964606191962,0.08167897884219855,-1.3231597002724778,-1.1656687984428835,-0.7227423324869711,-1.3483208402214415,-1.6675677597822425,-0.0742337650052007,-0.6893805180346487,-0.7345049519921923,-0.1464038364529618,-0.8454339133871098,1.1967951908424386,-0.13447278102146928,1.1480753437486355,-0.4450285902256344,-0.5746915901053427,0.7544877225049348,0.21095474642481346,10.599090462121142,0.861699843355996,28.62664102202348,0.6705018859450428,8.469359106491147,0.6622808096695201,19.68678569742589,0.4756523173836373,2.0945095527860857,0.39858000593250414,7.251603917940685,0.11594437685812076,1.0977477338619035,0.2348368334584811,4.053269110012358,0.10069892446176176,1.2050500871989451,0.05514833834880639,16.42899047818037,0.010140273387755598,2,1.0,Calling,Grab the phone,2,Phone
14,0.10825938428991004,5.850362887091743,8.24203109223106,0.8363945672988886,-0.017760532172306262,-0.14022879386215922,25.42031286008552,1.81496408355452,12.6210527444503,0.0541305682392644,0.5423104179899879,0.2314367104705433,990.2291404570964,-6.019281346066062,2.4641726513300064,-0.4179556384139553,0.2753004024459744,-0.09353961200253308,-0.604815785707403,-5.656685774489938,-32.769893667400645,-14.093147826998624,-0.12120133033367025,0.3704150010306317,-0.3587113143891088,990.1825285304988,-2.363624214259409,5.015883261638965,3.1973019072653512,0.6430955903784656,-0.053617780394881305,-0.4234729378516483,5.7469393600449346,-21.433557018201935,-0.050162988556692815,-0.04186477187153239,0.4844206773406212,0.007978896881951839,990.1951034176697,2.0757195835607978,0.9277076288843916,2.7897875103449827,0.18257940018026672,0.02555127295241954,0.1571116689498714,10.58911367678224,10.814852852971397,8.905067296973934,0.04081975381894536,0.05041743419811592,0.1973172819497252,0.013768117778676169,-1.956433525082228,5.341530613376344,2.680098700713505,0.7182364414600351,-0.05041743331814463,-0.4645774478937762,2.9362797521625863,-25.32809440821521,0.7422555318243897,-0.0349510354364812,0.5008909592529767,0.03911801715802708,990.1896970574983,4.308611789577812,0.8606414446903004,7.782914352876857,0.03333523737018598,0.0006528675494890463,0.024684076520213986,112.1293284598167,116.96104223142356,79.30022356363466,0.0016662523018393042,0.002541917671121349,0.03893410975602735,0.00018956106716749881,-1.3399067854526567,0.7434166170547658,-1.2509658839415716,-1.039848059410542,-1.461595179999853,-1.111508450685843,-1.2486983750962939,-0.8183330472856012,-1.4083013236618973,-0.13491536324589726,-0.66204969203122,-1.1952663148558589,-0.2839627214067155,-0.3328557902963914,-1.3485990501773106,0.3505471441000468,-0.625715861048004,-0.21457999880526532,0.5392760712955388,0.4623061770027442,0.7241996225000692,-0.13844165069379727,0.06179879535648816,-0.7486177413769053,-0.4350628270726361,0.9569024664378438,10.65716890486583,1.1201863086249952,38.744688715367325,0.7055008771873164,7.3060694206504655,0.8001044979238644,26.437083412207368,0.5268721513336209,0.8033701168344559,0.14626787613217773,18.501071631380427,0.02889526434894618,0.5373951372453579,0.11565105876015976,9.883535980678305,0.034476919785602904,0.2887935335349571,0.013375167392345932,97.68428348136264,0.0011886579979028973,2,1.0,Calling,Grab the phone,2,Phone
15,-2.04641066432804,5.850362887091743,2.5702163819614188,0.7117159934011292,0.0002956285651232254,-0.13597321651453634,36.70603358237706,-25.677972364171435,15.148922957009502,-0.013092426401261004,0.5423104179899879,0.2314367104705433,990.19023635779,-7.8223945304451385,4.447151718116833,-1.1197678007725855,0.014696196972476618,-0.09353961200253308,-0.604815785707403,3.38010370591964,-33.558298302643784,1.1128145575001214,-0.1108802886589256,0.20884187262236248,0.0368652490689849,990.1825285304988,-5.656979574438799,5.0682558141761564,-0.05206753762109829,0.29795163386929324,-0.04659503633067452,-0.3997798458521693,23.620203233152672,-31.826548715546426,11.130890154147556,-0.03515951354956893,0.3772854839287078,0.1568540732036685,990.1856199768704,1.7621705523265137,0.5006534282516794,1.0699981035155888,0.22424744789997936,0.033480175244049844,0.1627260883360098,10.302522957836171,2.1527081839553137,4.206013282082611,0.02391034271482102,0.10554438296842908,0.06312685725270152,0.0025936666058162475,-6.078380180230512,4.986717613689025,-0.4469658078705514,0.2668319256248468,-0.04894073858280723,-0.40949466010933866,25.770535554080173,-32.813110643737744,12.746147196981266,-0.0253577732620258,0.3668534341882941,0.17376146475666976,990.1847187631,3.10524505548673,0.2506538552201594,1.1448959415269564,0.05028691788965397,0.0011209221343722881,0.026479779825138862,106.14197929674135,4.6341525252681866,17.690547729055336,0.0005717044887401946,0.011139616776186424,0.003985000106602957,6.727106462126375e-06,-0.9776851039676324,-1.4205863010089663,-0.29522467711500466,-1.2101025739510824,-1.452315082782368,-1.4332726030685283,-1.0739666510555843,0.7972201538049744,-0.4279163786338129,1.1495592998677662,-1.2771788049977646,-0.9976157624059341,-1.278371187188286,0.5404332121557324,0.2616928796173361,0.9386956792786276,0.3331621520091605,0.09011006761359812,0.1832418018966508,-0.4591835850973037,1.3577449527716343,-0.8983834231747886,-1.3063748959555297,0.1431451973877885,-0.5738876302971141,0.4666375744697056,11.625169497527768,0.7443434687073287,66.57764210284665,0.5692990706819455,7.8388479087655325,0.5101628643511167,41.924146187267134,0.4148448915405292,1.5269416969513738,0.4761161169552273,13.178745196147256,0.1867968881346388,0.8172804270145885,0.26114722951729663,8.018042916771337,0.10818464452022866,0.6679472963811481,0.0681978754845596,64.289012215187,0.011703917309968241,2,1.0,Calling,Grab the phone,2,Phone
16,-6.137479014394961,4.96599263360047,-0.4759759773271474,0.25836344880371914,0.026962721428471063,0.009730340889957532,38.02572991363692,-32.856327620074836,15.148922957009502,0.033892603351491836,0.3632918673459564,0.2164749526797562,990.1919995572113,-8.300565255973558,4.427450575120656,-1.178474091020242,-0.1153838639417798,-0.05797697385670485,-0.4026364499502921,26.120758248074818,-33.62591035149384,12.871241649512227,-0.05812593892138044,0.15119735316046162,-0.0313139253200021,990.1835358266317,-7.6472518978234385,4.566107772062536,-1.0123569179105665,0.03221607483562799,-0.010095783065678248,-0.1466051227410976,35.073131667310406,-33.45155771113749,14.529766104898064,-0.012035048837319559,0.2385448702406784,0.07742798117318561,990.1890720523356,0.6374254108822961,0.14181788854449512,0.18581501279922824,0.09619202829011307,0.018693102505574752,0.12892931948334027,3.5940498849789684,0.18481776030651176,0.6226513007277501,0.02800448873915793,0.05834611331899196,0.0744723840422722,0.002747461048017667,-7.843012297475232,4.512209443930665,-1.0734390502308906,0.013112348290760677,-0.004968004383703982,-0.13187005219376186,36.80898853625066,-33.510418894726186,14.748207494635878,-0.014561142629668313,0.2070194525602227,0.03604583763640937,990.1900644234096,0.40631115443846383,0.02011231351121884,0.03452721898157736,0.009252906306565915,0.00034943208128392517,0.016622769422437227,12.917194575717335,0.03415760452471524,0.3876946422979591,0.0007842513895416234,0.0034042689394326504,0.00554613598493968,7.548542210374335e-06,-0.4698790587665092,0.6831642111874725,0.9739179239427304,-0.2625976388544813,0.5772932259994089,-1.0745894084512275,-0.13356171275501127,2.1202840518482344,-0.16523642846200826,-0.9620242438195844,-0.8741109605074895,-1.0395513362695956,-0.6130183326470533,0.8316551333020138,1.2508410068352926,1.3816387642972594,0.6549852142664593,-0.7928703831225402,-0.4372948856805273,-1.0679706079732958,1.6915363477889755,-0.9415687267191372,0.17162052418800214,0.636754172384433,0.6612803024512928,-0.8740876477393638,13.225716587796542,0.2361238716137749,83.05445548334596,0.3452243935966953,8.975812822782515,0.17832530967547292,50.6605243963429,0.2579617046016189,0.77354823532837,0.18197722201253505,3.3501765181362586,0.11982763438149152,0.4960909927861434,0.129888303312627,2.639750121664981,0.0785019948653114,0.2461062731235414,0.01687097133743299,6.968280704830284,0.006162563197833378,2,1.0,Calling,Grab the phone,2,Phone
346,-7.801731588021219,5.811545420617595,-0.7262624956250268,0.017423687191339826,0.02546563302150201,-0.0022629438006911322,37.72650394225933,-30.540984181966692,44.63913838443882,0.009623433471760815,0.05676091440942872,-5.663415612482191e-05,990.1276904654636,-7.923205294992032,5.643198065969697,-0.9707166212104474,-0.01678808304519585,0.002982995220800997,-0.01423529316961901,37.35177584271269,-31.084260984101967,43.65432388973637,-0.04155440051260397,0.02586136204801243,-0.06430857916859814,990.1252815260672,-7.855304417467859,5.711108400984091,-0.8785842566074626,0.0013909134386753403,0.010000658167163815,-0.009615800914368778,37.55122015679896,-30.70740916796532,44.31692112014522,-0.029182580560117414,0.04021804812461572,-0.028195506230881368,990.1264611370785,0.038593659889730236,0.05406741984747062,0.07627963555497479,0.011570257111316457,0.005204845172177071,0.0039183964540833935,0.13221602098614335,0.17348902661250393,0.2860531101782335,0.014642171674619503,0.006611478831604467,0.02373297598437912,0.0007464300835550593,-7.852825833839373,5.697033021788119,-0.9178723354905304,-0.0007654299560880006,0.009918297866734815,-0.01073334790082369,37.55267232190641,-30.62406275304532,44.46423498543405,-0.03523876889933028,0.0411849968766313,-0.019157237725785186,990.1264914463036,0.0014894705836841725,0.0029232858889626607,0.005818582800399773,0.00013387084962196902,2.709041326633496e-05,1.535383077137331e-05,0.017481076205408296,0.0300984423549541,0.08182638184264057,0.00021439319134902964,4.371165234075397e-05,0.0005632541490751158,5.571578696360129e-07,-1.3052638518257365,-1.2061834166322614,-0.8992890851786846,-1.5015226905250645,-0.08516040790263979,-1.041512780459949,-1.5437098618518077,-0.7203532327024602,-0.31494326334746203,0.3345091354969414,-0.02319308806272247,-1.4993802753560126,-1.2232098598186123,-0.2263846247988677,0.4666554674605569,0.7791110512564929,0.1354209853127453,0.5572120418732025,0.5859408622467122,-0.05125742638458911,-0.8262025902073721,-1.0104473854220326,1.2860059963373032,-0.2371230691403383,-0.4139952909431848,-0.042447850113578295,14.444997075059414,0.029866280823297564,112.57555044490955,0.09836583106408484,9.752148995654476,0.018622215763995968,65.70481577285105,0.06247404573415799,0.010157151557798729,0.008445998828735098,0.26588749187007465,0.022359054369854525,0.009774700921607985,0.004563978641669941,0.18242325894393344,0.013015939883632768,9.554477810688396e-05,2.0829901041619395e-05,0.033278245403725405,0.00016941469105434222,3,11.0,Calling,Put the phone,2,Phone
347,-7.83477105765084,5.694923222639228,-0.9205528182854305,-0.0012213069319568768,0.21889643631557212,-0.0008884930417830488,37.72650394225933,-30.540984181966692,45.22453917017172,0.06818824617462646,0.17634530718075245,0.008195423371619782,990.1284935402459,-7.937917202930818,5.5133450878177,-1.5375060687549438,-0.16599572764985632,0.003450092482163991,-0.04251479470990638,34.885458363169086,-31.85897864939306,44.472709608001786,-0.034864716428499545,0.038320272961019516,-0.03191358026165498,990.1252894997992,-7.904187549216497,5.6222794967860334,-1.082875419351408,-0.04813287653485145,0.0714962879764872,-0.015056159257443419,37.10552613676135,-30.82230810462832,44.774288938324986,0.015313883285231063,0.08317568852890735,-0.005765125184603232,990.1271460860708,0.0289286229845444,0.056676031609640624,0.19173435575435896,0.051459110477430826,0.07744425987117562,0.013713613462456526,0.8140626464339499,0.3530871241449735,0.27818582699291555,0.03797723709314113,0.049916255900885734,0.009357487201459314,0.0009459007093341404,-7.911132249504106,5.642853334490908,-0.9757422167176124,-0.018179381198492897,0.028024038411125225,-0.01073334790082369,37.567111939887106,-30.63275070338879,44.65144884675461,0.011436042164284569,0.05884482831676448,-0.00532573012885385,990.1272893701475,0.0008368652277819102,0.0032121725590169834,0.03676206317653908,0.002648040051128432,0.0059976133869941856,0.00018806319419766888,0.662697992319046,0.12467051723696793,0.07738735433973233,0.0014422705372286544,0.00249163260316271,8.756256672547487e-05,8.947281519188301e-07,-0.9162386790861584,-0.7988581147922291,-0.2884706439677842,-0.4432861718885901,-1.0920277772067974,-0.7164202485362048,0.4528738219445168,0.84199616767643,-1.4121437037354687,-1.5790384574052378,-0.8803153265191699,0.5737367238313911,-0.8200968289703741,0.5406281059681931,-0.8169040120475297,-1.0604364502192312,-0.983670986184886,0.7160357556307679,-0.8694676530611829,-1.297935144943625,-1.344163707298885,0.5035346441049163,0.029827447655117963,0.8805022015496232,-0.8212575483090341,-0.4210727303981415,14.609342465353935,0.13468532376878206,112.70212317971465,0.12667824654031495,9.762096041775651,0.08920058075088258,65.82096673930809,0.09167503389455384,0.02763826473759501,0.14729856485890916,0.11064670783335373,0.08079209234631457,0.01756844044021521,0.09233633962424977,0.1410419124361887,0.05270897578107877,0.0003086500995013892,0.008525999615204794,0.019892821063657515,0.002778236127890348,3,11.0,Calling,Put the phone,2,Phone
