Timestamp,P,Gx,Gy,Gz,Mx,My,Mz,LiAx,LiAy,LiAz,Ax,Ay,Az,earthAx,earthAy,earthAz,Value,Type
0,987.650268554688,-0.00054421951063,0.00062521971995,-0.000800460635219,-14.688533782959,17.7740268707275,-35.8008842468262,-0.003102235496044,0.012731701135635,0.032770156860352,0.10327816,-0.1591705,9.775623,0.0027537812,-0.013576642,9.777455,0,
0,987.673034667969,0.00078720098827,-4.05443133786321E-05,-0.000534212740604,-14.6061944961548,17.5878314971924,-35.9566459655762,-0.012843877077103,0.003103226423264,0.023299217224121,0.098514855,-0.15678759,9.768524,0.0006733518,-0.008678138,9.770275,0,
0,987.680541992187,-0.000411379151046,-0.000173676293343,0.000264666683506,-14.8157367706299,17.3392658233643,-36.4487037658691,-0.003483012318611,-0.006413295865059,0.032770156860352,0.09136158,-0.15440471,9.777994,-0.0031054132,-0.0020602643,9.77964,0,
0,987.700744628906,-0.000145222176798,0.000625297019724,0.000397756492021,-14.7573137283325,17.8675594329834,-35.641788482666,-0.008098669350147,0.012784689664841,0.028033256530762,0.09615791,-0.15917169,9.777996,-0.0026556328,-0.008830786,9.77976,0,
0,987.675720214844,0.001053040032275,-0.000173624779563,-0.000268101284746,-15.0637340545654,17.5280895233154,-35.8056602478027,0.015333794057369,-0.00110174715519,0.028041839599609,0.08422488,-0.14487247,9.773264,-0.002422899,0.00915356,9.774696,0,
0,987.708435058594,0.001052881125361,0.001024822471663,-0.000534485385288,-14.4650497436523,17.0354137420654,-36.3309898376465,-0.009178176522255,0.003992259502411,0.037520408630371,0.09858078,-0.14487286,9.773264,0.008661915,-0.00083756447,9.77483,0,
0,987.708435058594,0.000253774807788,0.001291164197028,0.000530710094608,-14.3656692504883,17.4975643157959,-36.912239074707,0.005108810961246,0.018382146954537,0.02805233001709,0.09620738,-0.15917291,9.775634,-0.0024235956,-0.010208681,9.777398,0,
0,987.660522460937,0.000120457843877,0.000492242339533,-0.000800937472377,-14.8381538391113,17.6349201202393,-37.3863563537598,5.44413924217224E-05,0.003958657383919,0.065927505493164,0.08427435,-0.15202351,9.749595,-0.006663369,0.0024989098,9.7511425,0,
0,987.698486328125,0.000120298936963,0.0012912156526,-0.000135215756018,-14.8082637786865,17.2407169342041,-36.1361503601074,0.013891682028771,-0.005510732531548,0.013851165771484,0.091460586,-0.14010753,9.768535,0.007125072,0.006581202,9.769963,0,
0,987.695922851563,-1.30180269479752E-05,0.000225978146773,0.000131031963974,-15.3754253387451,17.0262699127197,-36.960018157959,-0.004748821258545,0.004146844148636,0.05645751953125,0.093866944,-0.14249118,9.761435,0.006638445,0.0036700666,9.762923,0,
0,987.673034667969,0.000386296887882,-0.000972417590674,0.000530437682755,-14.7139949798584,18.0667362213135,-36.5839347839355,-0.004785671830177,0.004500925540924,0.032790184020996,0.093883425,-0.15440796,9.773272,-0.001100827,-0.0056217015,9.77494,0,
0,987.693237304688,0.000652453862131,0.000226029660553,-0.000268578121904,-15.0201177597046,18.3593997955322,-36.3229331970215,0.004818066954613,0.004680171608925,0.042258262634277,0.093899906,-0.1496418,9.766172,0.0017053708,-0.0022285134,9.767771,0,
0,987.723510742188,0.000385979074053,-0.000306576315779,-0.00053496210603,-14.827094078064,17.1710262298584,-37.1299667358398,0.005045101046562,-0.004938662052155,0.023316383361817,0.084356844,-0.15202554,9.775642,-0.007153809,0.0026324093,9.777185,0,
0,987.685668945313,-0.000146811711602,-0.000439708441263,0.00039707540418,-14.9661750793457,17.3566226959229,-36.7344703674316,0.004796542227268,0.004600018262863,0.046989440917969,0.08915311,-0.1496426,9.763808,-0.0018489342,0.0008893162,9.765362,0,
0,987.700988769531,-0.000146970618516,9.29490197449923E-05,-0.000668256252538,-14.6848087310791,17.5145969390869,-36.5561180114746,-0.004480496048927,-5.23179769515991E-05,0.028047561645508,0.08916959,-0.14964308,9.768543,-0.0021070037,0.0011015385,9.770097,0,
0,987.6982421875,0.000385502236895,-0.000572814780753,-0.00053516641492,-14.5883665084839,16.8674564361572,-36.6101036071777,0.000377424061298,-0.000114396214485,0.037514686584473,0.086796165,-0.15202673,9.76381,-0.0055294,0.0007401854,9.765379,0,
0,987.695922851563,-0.000413604197092,-0.000572788994759,0.000130555243231,-14.6407871246338,17.8716983795166,-36.2758598327637,0.010609112679958,-0.000368744134903,0.065999031066895,0.08352882,-0.1567717,9.761364,-0.010777378,-0.0008317232,9.762974,0,
0,987.690673828125,-0.000276350532658,0.000358651566785,-0.000666637148242,-14.6316547393799,17.8805408477783,-36.7396965026855,-0.003539070487022,-0.0049017816782,0.051798820495606,0.093069345,-0.14485492,9.756626,0.0038855355,0.002111122,9.758143,0,
0,987.693237304688,0.000793265528046,-0.000307844486088,-0.0001321399468,-14.6521444320679,17.703462600708,-36.9571266174316,-0.003660306334496,-0.0094253718853,0.02340030670166,0.09305033,-0.14247121,9.777929,0.0054311436,0.0040201694,9.7794075,0,
0,987.690734863281,0.000793448998593,0.000890547235031,0.000933202158194,-14.5087738037109,17.3104496002197,-36.1863784790039,0.005547024309635,-0.009390622377396,0.037609100341797,0.09064144,-0.14723729,9.766092,0.000732569,0.001466617,9.767622,0,
0,987.690734863281,0.000793448998593,0.000890547235031,0.000933202158194,-15.1200399398804,18.2655467987061,-35.8401336669922,0.000756822526455,0.019235908985138,0.051815032958984,0.090622365,-0.16630302,9.761356,-0.0116166435,-0.013182849,9.763179,0,
0,987.685668945313,-0.00013847311493,0.000890517316293,1.17521267384291E-06,-14.48912525177,17.2236804962158,-36.4922676086426,-0.003874100744724,0.009573087096214,0.032875061035156,0.09538317,-0.1591527,9.78266,-0.0034835134,-0.010200053,9.784412,0,
1,987.68310546875,-0.000138289760798,-0.000307933951262,0.001066517317668,-14.5717620849609,16.7777423858643,-36.7613792419434,0.005878858268261,0.01437272131443,0.056547164916992,0.083414584,-0.15200241,9.761353,-0.007951461,0.002865374,9.762889,0,
1,987.685668945313,0.000128393061459,-0.000840625260025,-0.000398062809836,-14.9927520751953,17.1736545562744,-36.6426887512207,0.006025642156601,0.000145778059959,0.037612915039063,0.088175416,-0.1496187,9.751883,-0.0029998552,0.0013018548,9.753428,0,
1,987.690734863281,0.000261734356172,-4.17073606513441E-05,0.000267805531621,-14.4815158843994,17.2310428619385,-36.878791809082,0.010547488927841,0.004997044801712,0.047086715698242,0.085766435,-0.1496182,9.770819,-0.004654212,0.0028936714,9.772339,0,
1,987.675720214844,0.00026191782672,9.14207776077092E-05,1.56828900799155E-06,-14.4940967559814,17.6934680938721,-37.0578804016113,0.000914119184017,-0.004673331975937,0.042351722717285,0.08574742,-0.1424679,9.76845,-2.4400651E-07,0.008361176,9.76986,0,
1,987.678039550781,-0.000270530465059,0.000624022737611,-0.000530984892976,-14.6295900344849,17.5137195587158,-36.7185478210449,0.009925492107868,-0.004426762461662,0.066035270690918,0.08333847,-0.14246745,9.747142,-0.0015439484,0.008985981,9.748535,0,
1,987.693420410156,0.000262284651399,0.001023466931656,-0.000131432374474,-14.8965539932251,17.5269336700439,-36.370246887207,0.014949500560761,-0.013795554637909,0.047100067138672,0.08092952,-0.1472335,9.761344,-0.0066334885,0.007221326,9.762786,0,
1,987.678161621094,-3.84775921702385E-06,-0.000707616156433,0.000268119911198,-14.7091836929321,17.0707225799561,-37.1422653198242,-0.009061627089977,0.019426867365837,0.032896995544434,0.09286001,-0.15914942,9.773178,-0.0051771253,-0.009319857,9.774909,0,
1,987.700744628906,0.000528967357241,0.000757091387641,0.00053451443091,-15.4036312103271,17.9481716156006,-37.1635818481445,0.000623293220997,0.005211994051933,0.028163909912109,0.09045106,-0.1519991,9.777911,-0.0024165232,-0.0022628456,9.77951,0,
1,987.683227539062,0.00026283506304,-0.000707675819285,-0.000264354574028,-15.2988748550415,17.4663219451904,-36.3816871643066,-0.008978165686131,0.014964118599892,0.028170585632324,0.09760174,-0.15199862,9.777909,0.002816951,-0.007178813,9.779575,0,
1,987.710876464844,0.000129860476591,0.000890189607162,-0.000264275993686,-14.7130451202393,17.2242374420166,-35.6879539489746,0.009556762874126,0.010237723588944,0.013976097106934,0.078463554,-0.15438141,9.773172,-0.012842355,0.003169626,9.774696,0,
1,987.690673828125,0.000263201771304,0.001023317920044,-0.000264197413344,-15.0140600204468,17.1530323028564,-35.5604133605957,0.009336233139038,-0.008700206875801,0.042387962341309,0.08800405,-0.14723112,9.770803,-0.0007187426,0.0019423068,9.772309,0,
1,987.680603027344,0.000529701123014,0.000623814354185,0.000135355163366,-14.8252735137939,17.8046360015869,-36.782398223877,0.004381060600281,-0.008803755044937,0.037655830383301,0.080815375,-0.14484747,9.7637005,-0.004543703,0.008201361,9.765104,0,
1,987.695739746094,-2.74716876447201E-06,0.000490626727697,0.000801223446615,-15.0439491271973,17.5472393035889,-36.8106269836426,-0.000559948384762,0.020205348730087,0.047134399414063,0.09274581,-0.16152994,9.758965,-0.006465487,-0.012659311,9.760732,0,
1,987.685607910156,0.000530068064108,0.000357438868377,2.35444167628884E-06,-14.7926397323608,16.7812404632568,-36.1116714477539,0.013841703534126,0.000922679901123,0.032928466796875,0.07360762,-0.15199639,9.766065,-0.0144598335,0.00759314,9.767512,0,
1,987.680603027344,-0.000160498486366,-0.000776139844675,-0.000119050324429,-15.1318330764771,17.3592548370361,-36.2471961975098,0.009630836546421,-0.003441825509071,0.05660343170166,0.090317845,-0.1448461,9.761328,0.0020723585,0.0018115342,9.762821,0,
1,987.690673828125,0.001038106391206,-0.001841433113441,0.000147344137076,-15.0234603881836,17.7243213653564,-36.5931968688965,0.014409966766834,0.010982006788254,0.028201103210449,0.08790892,-0.1543787,9.768429,-0.0060259923,-0.0038196295,9.7700405,0,
1,987.703308105469,0.000505657924805,0.001088012009859,-0.000385209044907,-14.6827440261841,17.1477794647217,-36.5349769592285,-0.004550606012344,0.006231188774109,0.03293514251709,0.092669666,-0.15437819,9.768427,-0.0025597196,-0.006821841,9.770084,0,
1,987.710876464844,0.000106367690023,-0.000643071194645,-0.00038513034815,-14.7592935562134,16.707727432251,-37.1133041381836,0.009773649275303,-0.008076727390289,0.03767204284668,0.08309108,-0.13769482,9.758955,0.0010109637,0.011887491,9.760275,0,
1,987.705688476563,-0.000292922777589,2.26887641474605E-05,-0.000251893827226,-15.1012325286865,17.9149341583252,-36.6693458557129,0.005086414515972,-0.017642542719841,0.051876068115234,0.083323985,-0.1400838,9.77318,-0.00026662648,0.010240287,9.774534,0,
1,987.68310546875,-0.000559055188205,-0.000509972858708,-0.000251815130468,-15.4708890914917,18.0431804656982,-37.0817947387695,9.39816236495972E-05,-0.003341034054756,0.066031455993652,0.09074181,-0.14485641,9.754266,0.0019676834,0.0016295016,9.755764,0,
1,987.682922363281,0.000102625519503,-0.000376147858333,0.000412213557865,-15.0522613525391,17.3819446563721,-37.6465034484863,-0.009499214589596,-0.017648592591286,0.028154373168945,0.09791279,-0.13770668,9.770837,0.012096716,0.0028095692,9.772291,0,
1,987.690490722656,-3.11455805785954E-05,-0.000242890382651,-0.000120681070257,-14.8222303390503,17.8075885772705,-36.9370079040527,-0.008995354175568,0.001404702663422,0.03288459777832,0.08596456,-0.14962308,9.768469,-0.005081607,0.0017113388,9.769992,0,
1,987.720825195312,-3.11578041873872E-05,-0.000376046315068,0.000411945482483,-14.3198795318604,16.8557071685791,-37.0357055664063,-0.004372730851173,-0.008175790309906,0.013947486877441,0.09074563,-0.14485653,9.780306,0.0018350556,0.002356708,9.781799,0,
1,987.713256835938,-0.000164327968378,-0.00024288642453,-0.000253849488217,-14.6902160644531,17.2463321685791,-36.8475303649902,-0.009149894118309,0.006191492080688,0.051824569702149,0.0979166,-0.1520064,9.773203,0.0025788099,-0.007900357,9.774873,0,
1,987.685363769531,-3.11822514049709E-05,-0.000109726504888,0.000545092974789,-14.9712839126587,17.7204990386963,-36.6010055541992,0.01010324805975,-0.003510236740112,0.05655574798584,0.09074819,-0.14247335,9.759001,0.0032420903,0.0039957017,9.760461,0,
2,987.672790527344,-0.000297510356177,-0.000242882408202,-0.000253859965596,-14.8864431381226,17.9055423736572,-37.0098304748535,0.000239200890064,0.001152470707893,0.037619590759277,0.08596963,-0.15438975,9.766102,-0.0077994037,-0.0018971413,9.767696,0,
2,987.700500488281,0.00023510918254,0.000689225213137,0.000811398378573,-15.0183506011963,17.360445022583,-36.7266578674316,0.019581511616707,0.001048162579536,0.037615776062012,0.07163149,-0.14009006,9.768469,-0.009242291,0.018589646,9.769714,0,
2,987.68017578125,-0.00029753491981,-0.000509194331244,0.000145603436977,-15.0047912597656,17.267786026001,-36.7233238220215,0.005267277359962,0.001239165663719,0.023414611816406,0.08836204,-0.14962326,9.777938,-0.003071839,0.0004259944,9.779481,0,
2,987.677612304688,-0.000164389086422,-0.000908666173927,0.000545072020032,-14.9480485916138,17.2683811187744,-36.9630546569824,0.015459403395653,-0.003696650266647,0.047076225280762,0.081193626,-0.14724006,9.766103,-0.0072751176,0.007297009,9.767546,0,
2,987.71533203125,0.000368218228687,-0.000242872454692,0.000145587662701,-15.1027555465698,17.9134616851807,-36.592041015625,0.005843587219715,0.0106071382761,0.042342185974121,0.074025184,-0.15200658,9.756635,-0.015900005,0.008176327,9.758083,0,
2,987.71533203125,0.000368218228687,-0.000242872454692,0.000145587662701,-15.1027555465698,17.9134616851807,-36.592041015625,0.010877974331379,0.01051452755928,0.042338371276856,0.08119616,-0.15438987,9.756635,-0.012139559,0.0018144101,9.758185,0,
2,987.71533203125,0.000368218228687,-0.000242872454692,0.000145587662701,-14.7589950561523,17.339864730835,-36.6884346008301,0.006257586181164,-0.013138473033905,0.032871246337891,0.08597726,-0.14009024,9.768471,0.0006199032,0.0097211,9.769849,0,
2,987.705444335938,0.000501363945659,-0.000242870475631,0.000145582424011,-14.9963388442993,17.5389957427979,-36.5865287780762,0.00652951002121,0.010657399892807,0.042336463928223,0.08597854,-0.1520067,9.763737,-0.0073585752,0.00081430376,9.765295,0,
2,987.675109863281,0.000101865560282,-0.000376024487196,0.000145571946632,-14.9531574249268,17.6322574615479,-36.8295936584473,0.006006993353367,-0.003638580441475,0.042342185974121,0.0812,-0.1400903,9.773205,-0.0028279256,0.012776777,9.774537,0,
2,987.705444335938,-0.000563936249819,0.001221872866154,0.000145566707943,-14.7656269073486,17.7022647857666,-36.4776649475098,0.015310116112232,0.001041531562805,0.037609100341797,0.08359116,-0.15677325,9.763735,-0.011618106,-0.0018158108,9.765346,0,
2,987.705261230469,0.000368156877812,0.000422927259933,0.000278719468042,-15.0350923538208,17.3442401885986,-35.8763008117676,0.010860241949558,-0.008474260568619,0.042339324951172,0.08120254,-0.14247371,9.766104,-0.0042860843,0.010989085,9.767473,0,
2,987.722778320313,-3.13289347104728E-05,-0.001174966106191,-0.000387075648177,-14.9610662460327,16.9927539825439,-36.8679389953613,0.006451770663261,0.015153095126152,0.047067642211914,0.085983574,-0.14724024,9.754269,-0.0039688703,0.0044766515,9.755757,0,
2,987.71044921875,-0.000697131094057,-0.000775490363594,-0.000653396651614,-15.0876731872559,17.8222751617432,-36.6660118103027,0.016463190317154,0.000672683119774,0.037591934204102,0.07403535,-0.14962356,9.773205,-0.014868451,0.011105135,9.774612,0,
2,987.710144042969,-0.000430827436503,-0.000908646266907,0.000411861605244,-14.8548946380615,17.6187229156494,-36.536003112793,0.001995615661144,-0.008747741580009,0.047062873840332,0.09076589,-0.14962353,9.768471,-0.0021337382,-1.2502074E-05,9.770038,0,
2,987.717651367188,0.000234950275626,-0.000109696760774,0.000145540514495,-14.7288312911987,17.15749168396,-36.8363800048828,0.002140186727047,0.009921029210091,0.032852172851563,0.0883773,-0.15439023,9.775573,-0.00690642,-0.0014737248,9.777188,0,
2,987.707397460938,-0.000697167764883,-0.000376010546461,-0.000653412484098,-14.8461990356445,16.8895092010498,-36.7256278991699,0.00241981446743,0.005289614200592,0.042320251464844,0.08837858,-0.15677346,9.756636,-0.008845134,-0.0034597665,9.758289,0,
